V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Screening,Condition,Intro,Consent,Reason_NC,Check_PhD,CheckGroup,Intro_FS,Q1_FS_Ob,Q2_FS_Ob,Q3_FS_Ob,Q4_FS_Ra,Q5_FS_Ra,Q6_FS_Ra,Q7_FS_Op,Q8_FS_Op,Q9_FS_Op,Q10_FS_IQ,Q11_FS_IQ,Q12_FS_IQ,Q13_FS_In,Q14_FS_In,Q15_FS_In,Q16_FS_Co,Q17_FS_Co,Q18_FS_Co,Intro_MS,Q1_MS_Ob,Q2_MS_Ob,Q3_MS_Ob,Q4_MS_Ra,Q5_MS_Ra,Q6_MS_Ra,Q7_MS_Op,Q8_MS_Op,Q9_MS_Op,Q10_MS_IQ,Q11_MS_IQ,Q12_MS_IQ,Q13_MS_In,Q14_MS_In,Q15_MS_In,Q16_MS_Co,Q17_MS_Co,Q18_MS_Co,Intro_dem,Dem_countr,Dem_y_born,Dem_ac_age,Dem_gender,Dem_tenure,Feedback,LocationLatitude,LocationLongitude,LocationAccuracy
R_bKlRoPdyvbM05s9,Default Response Set,,,,,0,10/30/2014 20:17,10/30/2014 20:20,1,,Female,1,1,,1,1,1,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,1,111,52,87,1,4,,,,
R_5BJl8mMz9CgxsVf,Default Response Set,,,,,0,10/30/2014 20:17,10/30/2014 20:21,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,3,3,6,5,5,5,5,5,4,4,4,5,3,5,3,5,3,1,187,68,95,1,5,,,,
R_b1lYasfJP6hjG2F,Default Response Set,,,,,0,10/30/2014 20:19,10/30/2014 20:21,1,,Female,1,1,,2,,1,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6,6,6,4,,,,,,,,,,,,,,,,,,,,1,187,68,97,1,5,,,,
R_0wZdweqRXCYz54h,Default Response Set,,,,,0,10/30/2014 20:14,10/30/2014 20:21,1,,Female,1,1,,1,1,1,5,6,5,2,2,5,5,6,5,2,7,2,5,5,6,2,7,2,,,,,,,,,,,,,,,,,,,,1,151,60,88,1,5,,,,
R_87VYg3kmMHJnYLX,Default Response Set,,,,,0,10/30/2014 20:17,10/30/2014 20:21,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,5,4,5,6,6,4,5,6,7,5,6,5,2,3,4,4,1,1,187,39,86,2,5,,,,
R_dgIt6AJ2SiBNUCF,Default Response Set,,,,,0,10/30/2014 20:16,10/30/2014 20:21,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,4,4,6,2,6,6,6,6,2,2,4,4,2,2,3,5,1,1,137,61,94,1,5,,,,
R_86yUwjRAXupHiUR,Default Response Set,,,,,0,10/30/2014 20:21,10/30/2014 20:21,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dnZnQQPlgsJ2n8V,Default Response Set,,,,,0,10/30/2014 20:10,10/30/2014 20:22,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,3,4,4,6,6,4,4,5,2,2,1,4,2,2,3,3,2,1,42,50,83,1,4,,,,
R_cwobaxVLZhhna4J,Default Response Set,,,,,0,10/30/2014 20:16,10/30/2014 20:22,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,2,5,6,5,4,6,6,2,6,5,6,6,6,6,5,4,1,138,53,83,1,5,,,,
R_6Y9TzuFDZWYzuDP,Default Response Set,,,,,0,10/30/2014 20:18,10/30/2014 20:22,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,3,1,4,5,3,3,3,3,4,2,4,5,3,5,3,2,2,1,163,58,90,1,4,,,,
R_5aoWIKKeIZGu0tL,Default Response Set,,,,,0,10/30/2014 20:20,10/30/2014 20:22,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,3,4,5,4,4,4,5,3,5,6,4,4,4,4,4,3,1,187,42,72,2,5,,,,
R_6sY2Pbcs1yO7VTD,Default Response Set,,,,,0,10/30/2014 20:17,10/30/2014 20:22,1,,Female,1,1,,2,,1,5,5,5,6,6,6,6,5,5,5,5,6,6,5,6,6,5,5,,,,,,,,,,,,,,,,,,,,1,187,66,96,1,5,,,,
R_0CmM7uPs29YfTbn,Default Response Set,,,,,0,10/30/2014 20:22,10/30/2014 20:23,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_b26PlRCnvblu8N7,Default Response Set,,,,,0,10/30/2014 20:19,10/30/2014 20:23,1,,Female,1,1,,1,1,1,3,3,3,5,6,6,3,3,5,4,4,6,6,4,4,3,6,3,,,,,,,,,,,,,,,,,,,,1,187,50,79,1,4,,,,
R_eqwUP5sPWOY0A0R,Default Response Set,,,,,0,10/30/2014 20:23,10/30/2014 20:24,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bw5GLhabrZLNdgF,Default Response Set,,,,,0,10/30/2014 20:21,10/30/2014 20:24,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,3,6,7,6,6,5,5,5,7,6,7,7,7,2,6,2,1,187,55,88,1,5,,,,
R_eb2w2MftCvLUYkJ,Default Response Set,,,,,0,10/30/2014 20:24,10/30/2014 20:24,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3Iscdfkx6n5OEMB,Default Response Set,,,,,0,10/30/2014 20:22,10/30/2014 20:24,1,,Female,1,1,,1,1,1,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,4,1,,,,,,,,,,,,,,,,,,,,1,187,59,89,1,4,,,,
R_bpy3IIS698fF49v,Default Response Set,,,,,0,10/30/2014 20:19,10/30/2014 20:24,1,,Female,1,1,,1,1,1,6,4,5,7,7,7,4,4,6,2,7,7,7,6,6,5,6,1,,,,,,,,,,,,,,,,,,,,1,10,29,59,1,4,,,,
R_8jeBQZLRy5vQ4qV,Default Response Set,,,,,0,10/30/2014 20:19,10/30/2014 20:25,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,3,1,17,65,95,2,5,,,,
R_elm5dx5d9NRqJ1P,Default Response Set,,,,,0,10/30/2014 20:20,10/30/2014 20:25,1,,Female,1,1,,2,,1,3,7,3,7,7,6,4,4,3,6,5,7,6,6,6,6,4,3,,,,,,,,,,,,,,,,,,,,1,83,65,95,2,5,,,,
R_1TzZJy687pTiRNj,Default Response Set,,,,,0,10/30/2014 20:21,10/30/2014 20:25,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,185,62,90,1,4,,,,
R_ezDIuGZOHmIZRDD,Default Response Set,,,,,0,10/30/2014 20:15,10/30/2014 20:26,1,,Female,1,1,,1,1,1,6,6,5,6,6,6,6,6,5,2,3,6,6,6,6,6,6,2,,,,,,,,,,,,,,,,,,,,1,111,62,94,2,5,,,,
R_ddnX4JVQ6pQ92ER,Default Response Set,,,,,0,10/30/2014 20:11,10/30/2014 20:26,1,,Female,1,1,,1,1,1,3,5,1,1,3,1,3,2,2,2,5,5,6,6,6,2,6,2,,,,,,,,,,,,,,,,,,,,1,122,58,93,1,5,,,,
R_a90MNfQ2oKgj1LT,Default Response Set,,,,,0,10/30/2014 20:19,10/30/2014 20:26,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,5,5,6,6,6,7,6,5,5,5,6,6,6,5,4,2,1,111,33,62,1,4,,,,
R_cM8DFiLYdBZbXtX,Default Response Set,,,,,0,10/30/2014 20:17,10/30/2014 20:26,1,,Female,1,1,,1,1,1,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,1,187,61,92,2,5,,,,
R_bHIZUN7sGTIkRQp,Default Response Set,,,,,0,10/30/2014 20:23,10/30/2014 20:26,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,4,5,5,6,6,5,2,2,4,5,4,6,3,4,2,2,1,1,187,65,92,2,5,,,,
R_5gRPWr80nXQ7HKd,Default Response Set,,,,,0,10/30/2014 20:22,10/30/2014 20:27,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,1,6,3,5,6,6,7,3,3,2,6,5,6,6,5,1,1,84,58,85,1,4,,,,
R_3soDO3ehYgRbtCB,Default Response Set,,,,,0,10/30/2014 20:26,10/30/2014 20:27,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ac5ZQmeAMrDlQcB,Default Response Set,,,,,0,10/30/2014 20:23,10/30/2014 20:27,1,,Female,1,1,,1,1,1,3,5,4,6,5,6,4,6,2,6,5,5,6,4,4,5,6,3,,,,,,,,,,,,,,,,,,,,1,42,43,70,2,4,,,,
R_3KTEs9J6lnvLBVb,Default Response Set,,,,,0,10/30/2014 20:17,10/30/2014 20:27,1,,Female,1,1,,1,1,1,5,3,3,6,5,6,5,6,2,6,5,6,3,4,5,4,3,2,,,,,,,,,,,,,,,,,,,,1,143,44,70,1,4,,,,
R_2tnW6PqNLolPmVD,Default Response Set,,,,,0,10/30/2014 20:21,10/30/2014 20:27,1,,Female,1,1,,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,1,187,40,81,1,5,,,,
R_6G1rxmEBWMcuNUx,Default Response Set,,,,,0,10/30/2014 20:21,10/30/2014 20:27,1,,Female,1,1,,1,1,1,3,4,2,4,4,4,2,5,6,1,4,1,6,5,4,1,4,5,,,,,,,,,,,,,,,,,,,,1,122,61,90,1,5,,,,
R_1FXz0gYu3z1N7lH,Default Response Set,,,,,0,10/30/2014 20:20,10/30/2014 20:28,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,6,3,2,6,6,3,4,3,5,3,5,4,4,3,4,4,2,1,163,40,67,2,4,,,,
R_1LzEOsaBJJx7isZ,Default Response Set,,,,,0,10/30/2014 20:25,10/30/2014 20:28,1,,Male,1,1,,1,6,,,,,,,,,,,,,,,,,,,,1,2,4,3,5,4,6,5,4,5,6,6,6,5,2,4,4,4,2,1,187,60,92,1,5,,,,
R_8BMc90p2Jv0skqF,Default Response Set,,,,,0,10/30/2014 20:22,10/30/2014 20:28,1,,Female,1,1,,1,1,1,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,4,6,2,,,,,,,,,,,,,,,,,,,,1,128,56,87,1,5,,,,
R_3NIFdY9j0bNkWEt,Default Response Set,,,,,0,10/30/2014 20:16,10/30/2014 20:29,1,,Female,1,1,,1,1,1,6,7,2,7,6,6,5,5,2,6,5,6,7,7,7,6,7,6,,,,,,,,,,,,,,,,,,,,1,137,44,85,2,4,,,,
R_5BE52MLpUN7w7qd,Default Response Set,,,,,0,10/30/2014 20:25,10/30/2014 20:30,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,4,3,5,5,5,5,6,5,2,5,4,4,3,2,2,3,1,1,185,43,68,1,4,,,,
R_dokWFyzM1dOzgP3,Default Response Set,,,,,0,10/30/2014 20:18,10/30/2014 20:30,1,,Female,1,1,,1,1,1,4,4,4,4,4,4,4,5,4,2,5,4,4,4,4,4,6,4,,,,,,,,,,,,,,,,,,,,1,187,60,95,1,5,,,,
R_9n5qfHKw492VmE5,Default Response Set,,,,,0,10/30/2014 20:23,10/30/2014 20:31,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,5,6,2,6,6,2,6,6,6,4,6,6,7,2,5,6,1,138,53,91,2,5,,,,
R_cUZfKYgtwe8QNbT,Default Response Set,,,,,0,10/30/2014 20:25,10/30/2014 20:31,1,,Female,1,1,,2,,1,7,7,4,6,7,7,6,4,7,5,7,6,7,7,6,6,2,2,,,,,,,,,,,,,,,,,,,,1,83,62,96,1,5,,,,
R_0MoRGPBjsWiFhVr,Default Response Set,,,,,0,10/30/2014 20:31,10/30/2014 20:31,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_87IFKs8CkFIN3cV,Default Response Set,,,,,0,10/30/2014 20:32,10/30/2014 20:32,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2atElpREXVT4YGV,Default Response Set,,,,,0,10/30/2014 20:13,10/30/2014 20:33,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,2,4,5,4,5,6,6,3,4,4,4,6,6,6,4,2,1,31,34,62,1,4,,,,
R_ebAmoZiUxPEsoTj,Default Response Set,,,,,0,10/30/2014 20:26,10/30/2014 20:33,1,,Female,1,1,,1,1,1,7,7,6,6,7,6,6,6,6,6,4,6,6,7,7,7,4,6,,,,,,,,,,,,,,,,,,,,1,187,67,95,2,5,,,,
R_8kz2ZOazGLzOA3X,Default Response Set,,,,,0,10/30/2014 20:25,10/30/2014 20:33,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dgNSvEg2TkddtOd,Default Response Set,,,,,0,10/30/2014 20:24,10/30/2014 20:34,1,,Female,1,1,,1,2,1,6,6,5,6,4,6,6,5,5,3,5,4,6,5,4,4,5,3,,,,,,,,,,,,,,,,,,,,1,76,22,51,1,4,,,,
R_6mVoRxqGHM3emTr,Default Response Set,,,,,0,10/30/2014 20:28,10/30/2014 20:35,1,,Male,1,1,,2,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,6,6,4,4,6,5,6,4,4,7,4,4,4,2,1,185,52,96,1,5,,,,
R_6ETrTcAqXaDkyyN,Default Response Set,,,,,0,10/30/2014 20:30,10/30/2014 20:35,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,4,3,5,5,5,4,6,5,4,5,5,6,5,7,5,4,3,1,187,52,83,1,4,,,,
R_8CkYcP5pSWG8ewJ,Default Response Set,,,,,0,10/30/2014 20:36,10/30/2014 20:36,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cYBMU5SeeVADNFH,Default Response Set,,,,,0,10/30/2014 20:30,10/30/2014 20:36,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,4,4,6,6,6,6,6,6,3,2,4,6,6,6,6,5,3,1,17,49,77,1,4,,,,
R_8jHJEmN8NVA6aAR,Default Response Set,,,,,0,10/30/2014 20:35,10/30/2014 20:37,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,5,3,5,2,4,2,3,2,5,5,5,5,6,7,3,4,1,1,187,56,82,1,4,,,,
R_5oHlta02Jxv4MPX,Default Response Set,,,,,0,10/30/2014 20:34,10/30/2014 20:38,1,,Female,1,1,,1,1,1,,,,4,7,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
R_39pJNkwn44N9mO9,Default Response Set,,,,,0,10/30/2014 20:28,10/30/2014 20:38,1,,Female,1,1,,1,1,1,4,7,3,4,7,7,4,7,7,4,2,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,1,163,54,91,2,5,,,,
R_ac1XVfH6XMw2ZHT,Default Response Set,,,,,0,10/30/2014 20:38,10/30/2014 20:38,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cJ67Mj6d1Xxa5NP,Default Response Set,,,,,0,10/30/2014 20:29,10/30/2014 20:39,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,6,6,3,4,4,3,3,3,5,3,5,3,5,2,1,24,62,93,1,4,,,,
R_cZxLvsKF0WayhG5,Default Response Set,,,,,0,10/30/2014 20:38,10/30/2014 20:39,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bKsJLFNxbOiftSl,Default Response Set,,,,,0,10/30/2014 20:27,10/30/2014 20:39,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,5,3,4,6,6,5,4,4,4,3,4,5,4,4,2,6,4,1,153,52,92,2,4,,,,
R_3C54q9TqhZfOEYt,Default Response Set,,,,,0,10/30/2014 20:34,10/30/2014 20:39,1,,Female,1,1,,1,1,1,5,5,4,6,7,6,6,4,7,6,6,6,6,6,6,5,5,4,,,,,,,,,,,,,,,,,,,,1,9,33,65,1,4,,,,
R_bIzZLCgSu6oCujz,Default Response Set,,,,,0,10/30/2014 20:35,10/30/2014 20:40,1,,Female,1,1,,1,1,1,5,6,2,5,6,6,5,2,2,5,5,4,5,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,1,187,42,72,1,4,,,,
R_1RKVhd8gTh4cWAB,Default Response Set,,,,,0,10/30/2014 20:28,10/30/2014 20:41,1,,Female,1,1,,1,1,1,5,4,6,5,3,3,5,5,6,5,5,2,4,3,3,4,5,5,,,,,,,,,,,,,,,,,,,,1,83,49,75,1,4,,,,
R_eX3WfTOgLdS4dQp,Default Response Set,,,,,0,10/30/2014 20:28,10/30/2014 20:42,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,3,5,5,5,5,3,2,4,1,2,5,5,5,3,5,6,1,1,84,66,95,2,4,,,,
R_3qGJ4vZDMVqyUD3,Default Response Set,,,,,0,10/30/2014 20:36,10/30/2014 20:44,1,,Male,1,1,,2,,,,,,,,,,,,,,,,,,,,,1,5,4,4,4,3,5,5,5,5,,5,4,5,3,5,5,3,2,1,84,65,95,1,5,,,,
R_cLSNWSiF70kDEi1,Default Response Set,,,,,0,10/30/2014 20:32,10/30/2014 20:44,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,2,4,4,4,4,4,4,4,1,1,6,2,1,3,5,1,1,138,56,89,1,5,,,,
R_eOO770IRONsVtsN,Default Response Set,,,,,0,10/30/2014 20:44,10/30/2014 20:45,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3DxluR5nLiD25Ap,Default Response Set,,,,,0,10/30/2014 20:44,10/30/2014 20:45,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7QEjX6JterC0XGJ,Default Response Set,,,,,0,10/30/2014 20:38,10/30/2014 20:45,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,6,5,6,6,6,6,6,6,4,4,4,6,4,5,4,3,1,1,163,47,76,1,4,,,,
R_bHgoiaZmyBlxrrD,Default Response Set,,,,,0,10/30/2014 20:42,10/30/2014 20:46,1,,Female,1,1,,1,1,1,5,5,3,5,6,5,5,5,5,3,5,5,5,3,6,3,5,3,,,,,,,,,,,,,,,,,,,,1,169,66,93,1,5,,,,
R_81zPOTGefIJlSVT,Default Response Set,,,,,0,10/30/2014 20:31,10/30/2014 20:47,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,3,5,4,6,6,6,3,6,5,2,4,6,3,4,3,3,1,1,187,32,66,1,5,,,,
R_0D0sjISDYbf7Zel,Default Response Set,,,,,0,10/30/2014 20:45,10/30/2014 20:47,1,,Female,1,1,,1,1,1,5,5,4,4,5,4,4,5,4,,5,,4,4,4,5,4,5,,,,,,,,,,,,,,,,,,,,1,1,1,19,2,4,,,,
R_86XjojC5kXBxD13,Default Response Set,,,,,0,10/30/2014 20:29,10/30/2014 20:48,1,,Female,1,1,,1,1,1,6,6,2,6,6,6,5,5,6,6,5,5,6,3,6,5,5,1,,,,,,,,,,,,,,,,,,,,1,187,37,63,1,5,,,,
R_39Ihqf37M8heJa5,Default Response Set,,,,,0,10/30/2014 20:46,10/30/2014 20:50,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,48,42,75,1,4,,,,
R_eqYVOcFvpSkNXeZ,Default Response Set,,,,,0,10/30/2014 20:45,10/30/2014 20:51,1,,Female,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
R_6tKj8TVO0gvfBKl,Default Response Set,,,,,0,10/30/2014 20:51,10/30/2014 20:51,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6D3eRnVe41v8iyN,Default Response Set,,,,,0,10/30/2014 20:49,10/30/2014 20:51,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,6,4,6,4,4,4,4,4,5,4,4,4,4,4,4,1,187,57,83,1,4,,,,
R_a2Ad5XQVVa8zpch,Default Response Set,,,,,0,10/30/2014 20:48,10/30/2014 20:52,1,,Female,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,163,60,89,1,4,,,,
R_9v49yjX9huPKjKl,Default Response Set,,,,,0,10/30/2014 20:47,10/30/2014 20:53,1,,Female,1,1,,1,1,1,3,4,3,4,5,4,4,3,4,3,4,4,5,4,3,5,4,3,,,,,,,,,,,,,,,,,,,,1,65,44,85,2,4,,,,
R_d120ey930XiG5OB,Default Response Set,,,,,0,10/30/2014 20:47,10/30/2014 20:53,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,3,5,6,6,6,6,3,3,5,5,5,2,2,2,5,1,1,185,58,88,1,4,,,,
R_7VCOVzRT2jKzkPP,Default Response Set,,,,,0,10/30/2014 20:48,10/30/2014 20:54,1,,Female,1,1,,1,1,1,6,6,6,6,6,6,5,6,6,4,2,6,7,7,7,6,7,6,,,,,,,,,,,,,,,,,,,,1,111,45,77,1,4,,,,
R_0v0bVbQ5XUHbwG1,Default Response Set,,,,,0,10/30/2014 20:48,10/30/2014 20:54,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,2,4,5,5,5,5,5,3,2,3,5,5,5,5,5,3,1,187,40,74,1,5,,,,
R_0p0W5osgkOQJwSp,Default Response Set,,,,,0,10/30/2014 20:48,10/30/2014 20:55,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,5,4,4,4,4,6,5,5,4,4,4,4,4,3,6,4,1,60,61,95,1,4,,,,
R_1TfBMlPXjWztWkZ,Default Response Set,,,,,0,10/30/2014 20:51,10/30/2014 20:55,1,,Female,1,1,,1,1,1,6,7,1,1,4,7,3,1,7,7,1,7,7,4,7,4,4,1,,,,,,,,,,,,,,,,,,,,1,84,66,94,2,4,,,,
R_cCPLtqTkDb7bIWh,Default Response Set,,,,,0,10/30/2014 20:51,10/30/2014 20:56,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,6,5,5,6,4,5,6,6,6,5,5,3,5,4,6,2,1,130,60,92,1,4,,,,
R_cYgPDrlo8XxfFCR,Default Response Set,,,,,0,10/30/2014 20:53,10/30/2014 20:56,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,6,6,7,5,5,5,6,7,7,5,5,5,3,5,3,1,31,46,74,1,4,,,,
R_9EkMiezMbk7t3a5,Default Response Set,,,,,0,10/30/2014 20:36,10/30/2014 20:56,1,,Female,1,1,,1,1,1,5,5,3,7,6,6,6,5,6,1,2,5,5,2,3,4,6,2,,,,,,,,,,,,,,,,,,,,1,137,47,74,1,4,,,,
R_elDPgiG1yI9wYy9,Default Response Set,,,,,0,10/30/2014 20:22,10/30/2014 20:56,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,6,4,1,187,63,93,1,5,,,,
R_5hgVrqAEYg54HXv,Default Response Set,,,,,0,10/30/2014 20:56,10/30/2014 20:57,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1BOLyCmCH84tYC9,Default Response Set,,,,,0,10/30/2014 20:54,10/30/2014 20:58,1,,Female,1,1,,1,2,1,4,7,5,7,7,7,7,7,7,5,6,6,7,6,6,6,6,4,,,,,,,,,,,,,,,,,,,,1,185,26,50,2,5,,,,
R_3sKGhbF81mCrkVv,Default Response Set,,,,,0,10/30/2014 20:57,10/30/2014 20:59,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,6,6,6,6,5,4,6,3,6,6,5,5,5,5,3,2,1,187,58,85,1,4,,,,
R_bJVAm3uqZtdA37T,Default Response Set,,,,,0,10/30/2014 20:52,10/30/2014 21:00,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,7,6,7,7,7,5,7,7,4,1,5,3,3,6,5,7,2,1,151,60,92,1,5,,,,
R_bxxpCtxos4WLvcV,Default Response Set,,,,,0,10/30/2014 20:53,10/30/2014 21:01,1,,Female,1,1,,1,6,1,4,5,4,5,3,5,3,3,5,3,3,4,4,2,4,3,3,3,,,,,,,,,,,,,,,,,,,,1,61,43,72,1,5,,,,
R_4OS7y8s2zYMBa8l,Default Response Set,,,,,0,10/30/2014 20:57,10/30/2014 21:02,1,,Female,1,1,,2,,1,4,4,4,2,6,5,3,6,5,3,5,4,6,3,6,4,3,2,,,,,,,,,,,,,,,,,,,,1,67,67,96,1,5,,,,
R_eD2kkGn9I41tGuN,Default Response Set,,,,,0,10/30/2014 20:56,10/30/2014 21:02,1,,Female,1,1,,1,1,1,5,5,4,3,4,4,4,3,3,4,3,4,5,4,3,3,3,4,,,,,,,,,,,,,,,,,,,,1,138,56,87,1,5,,,,
R_eXb51xKcsbbvYwZ,Default Response Set,,,,,0,10/30/2014 21:00,10/30/2014 21:05,1,,Female,1,1,,1,1,1,6,6,6,6,6,6,4,6,6,4,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,1,187,62,94,1,5,,,,
R_1RdKrU31yb7NtpX,Default Response Set,,,,,0,10/30/2014 21:02,10/30/2014 21:05,1,,Female,1,1,,1,1,1,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,1,185,36,62,1,4,,,,
R_3fL0djKyMcwvdY1,Default Response Set,,,,,0,10/30/2014 21:00,10/30/2014 21:08,1,,Female,1,1,,1,1,1,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,1,137,50,79,1,4,,,,
R_ePRecHdgKQcmosd,Default Response Set,,,,,0,10/30/2014 21:09,10/30/2014 21:10,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4PA3ctWejA00qUd,Default Response Set,,,,,0,10/30/2014 21:07,10/30/2014 21:11,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,3,6,6,6,5,5,5,3,2,3,6,3,6,6,4,3,1,187,67,95,2,5,,,,
R_6XUZcpPQW0pGsS1,Default Response Set,,,,,0,10/30/2014 21:02,10/30/2014 21:12,1,,Female,1,1,,2,,1,7,7,5,6,6,7,5,6,6,6,5,7,7,7,7,6,6,6,,,,,,,,,,,,,,,,,,,,1,137,64,96,2,4,,,,
