"","Start_time","End_time","Finished","Screening","Condition","Intro","Consent","Reason_nc","Check_phd","Check_work_status","Check_phd_research","ob1","ob2","ob3","ra1","ra2","ra3","op1","op2","op3","iq1","iq2","iq3","in1","in2","in3","co1","co2","co3","Country","Year_born","Year_phd","Gender","Tenure","Feedback","Target"
"1700","10/30/2014 20:45","10/30/2014 20:48","1",NA,"Early","1","1",NA,"1","1",NA,6,6,4,7,6,3,6,5,5,1,3,2,6,6,7,3,5,2,"31","33","61","1","4",NA,"Early-career Scientists"
"1702","10/30/2014 20:42","10/30/2014 20:49","1",NA,"Early","1","1",NA,"1","1",NA,3,3,1,1,4,2,5,3,4,1,2,1,4,3,4,3,6,3,"122","56","87","2","5",NA,"Early-career Scientists"
"1703","10/30/2014 20:46","10/30/2014 20:49","1",NA,"PhD","1","1",NA,"1","1",NA,4,4,4,4,6,5,5,6,5,4,4,4,6,5,6,4,5,3,"187","55","87","1","5",NA,"PhD Students"
"1704","10/30/2014 20:43","10/30/2014 20:49","1",NA,"PhD","1","1",NA,"1","1",NA,5,6,3,5,6,5,6,7,7,2,2,4,6,6,6,6,3,3,"163","67","95","2","4",NA,"PhD Students"
"1705","10/30/2014 20:43","10/30/2014 20:49","1",NA,"Established","1","1",NA,"1","1",NA,5,5,3,6,6,6,4,5,6,4,4,4,5,5,6,6,5,4,"84","52","82","1","4",NA,"Established Scientists"
"1706","10/30/2014 20:46","10/30/2014 20:49","1",NA,"Established","1","1",NA,"1","1",NA,4,5,3,5,7,6,4,6,6,5,5,4,6,5,6,NA,4,4,"61","67","95","1","5",NA,"Established Scientists"
"1707","10/30/2014 20:46","10/30/2014 20:50","1",NA,"Early","1","1",NA,"1","1",NA,7,7,4,7,7,6,7,7,7,4,4,4,7,7,7,7,7,5,"17","42","74","2","4",NA,"Early-career Scientists"
"1708","10/30/2014 20:44","10/30/2014 20:50","1",NA,"Established","1","1",NA,"1","1",NA,7,7,4,7,7,7,7,7,7,5,5,5,7,7,7,7,7,7,"187","64","94","2","5",NA,"Established Scientists"
"1709","10/30/2014 20:43","10/30/2014 20:50","1",NA,"Early","1","1",NA,"1","1",NA,4,3,2,6,4,3,4,4,5,2,2,5,5,4,5,3,3,3,"187","28","53","1","4",NA,"Early-career Scientists"
"1710","10/30/2014 20:47","10/30/2014 20:50","1",NA,"Early","1","1",NA,"1","1",NA,5,5,3,5,5,5,6,6,6,6,3,3,6,7,7,6,6,2,"31","25","51","1","4",NA,"Early-career Scientists"
"1711","10/30/2014 20:48","10/30/2014 20:51","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,4,5,5,5,3,4,5,5,5,6,6,5,4,3,6,4,"187","51","83","1","4",NA,"PhD Students"
"1712","10/30/2014 20:45","10/30/2014 20:52","1",NA,"Established","1","1",NA,"1","1",NA,5,6,6,7,2,6,6,6,5,3,3,3,7,6,4,4,6,1,"65","59","89","1","5",NA,"Established Scientists"
"1713","10/30/2014 20:44","10/30/2014 20:52","1",NA,"Established","1","1",NA,"1","1",NA,4,6,3,3,6,6,6,6,6,2,1,1,7,7,7,4,3,6,"24","59","93","2","4",NA,"Established Scientists"
"1714","10/30/2014 20:47","10/30/2014 20:52","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,3,6,6,6,6,6,6,5,7,6,6,6,6,6,4,2,"187","36","63","1","4",NA,"PhD Students"
"1715","10/30/2014 20:48","10/30/2014 20:52","1",NA,"Established","1","1",NA,"1","1",NA,5,5,5,6,7,6,4,5,6,5,6,6,6,6,6,6,5,3,"187","69","95","1","5",NA,"Established Scientists"
"1716","10/30/2014 20:45","10/30/2014 20:52","1",NA,"PhD","1","1",NA,"1","1",NA,4,3,3,5,5,5,5,6,5,5,6,4,5,5,6,5,3,3,"17","57","83","1","4",NA,"PhD Students"
"1717","10/30/2014 20:49","10/30/2014 20:53","1",NA,"Established","1","1",NA,"1","1",NA,5,4,4,5,6,6,7,5,5,2,4,4,5,5,6,3,6,4,"65","57","87","1","4",NA,"Established Scientists"
"1720","10/30/2014 20:50","10/30/2014 20:54","1",NA,"Established","1","1",NA,"1","1",NA,5,3,2,5,6,5,5,5,5,2,2,3,6,6,7,5,3,2,"187","36","66","1","4",NA,"Established Scientists"
"1721","10/30/2014 20:49","10/30/2014 20:54","1",NA,"PhD","1","1",NA,"1","1",NA,3,4,4,5,5,6,7,7,3,6,6,5,6,7,7,3,7,1,"179","60","88","2","4",NA,"PhD Students"
"1722","10/30/2014 20:43","10/30/2014 20:54","1",NA,"PhD","1","1",NA,"1","1",NA,4,6,6,3,6,6,6,6,6,2,2,3,7,7,7,6,6,3,"35","42","71","1","5",NA,"PhD Students"
"1724","10/30/2014 20:52","10/30/2014 20:55","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,6,6,7,7,2,5,4,2,7,5,6,6,6,4,5,5,"31","64","93","1","5",NA,"PhD Students"
"1725","10/30/2014 20:48","10/30/2014 20:55","1",NA,"Established","1","1",NA,"1","1",NA,4,3,6,2,4,6,2,6,5,5,5,2,5,2,2,2,4,3,"52","56","93","1","4",NA,"Established Scientists"
"1727","10/30/2014 20:50","10/30/2014 20:55","1",NA,"Early","1","1",NA,"1","1",NA,6,6,6,5,3,6,6,6,6,5,3,5,6,7,6,6,6,3,"187","38","66","1","4",NA,"Early-career Scientists"
"1728","10/30/2014 20:50","10/30/2014 20:55","1",NA,"Early","1","1",NA,"1","1",NA,3,2,2,4,4,3,7,7,5,3,5,5,7,7,7,5,2,5,NA,NA,NA,NA,NA,NA,"Early-career Scientists"
"1729","10/30/2014 20:52","10/30/2014 20:56","1",NA,"PhD","1","1",NA,"1","1",NA,5,4,4,5,3,6,4,6,6,3,3,5,6,6,6,3,5,4,"187","56","85","2","4",NA,"PhD Students"
"1730","10/30/2014 20:50","10/30/2014 20:56","1",NA,"Early","1","1",NA,"1","1",NA,5,4,3,5,6,5,6,5,6,2,1,2,6,6,3,3,6,2,"187","66","95","1","5",NA,"Early-career Scientists"
"1731","10/30/2014 20:54","10/30/2014 20:57","1",NA,"Established","1","1",NA,"1","1",NA,6,6,4,6,6,5,6,7,6,4,5,5,6,7,7,5,6,5,"31","49","79","1","4",NA,"Established Scientists"
"1732","10/30/2014 20:53","10/30/2014 20:57","1",NA,"Early","1","1",NA,"1","1",NA,3,5,3,3,6,3,5,5,5,1,4,4,3,3,4,4,3,3,"24","38","86","1","4",NA,"Early-career Scientists"
"1733","10/30/2014 20:47","10/30/2014 20:57","1",NA,"Early","1","1",NA,"1","1",NA,4,5,3,6,5,5,5,5,4,5,4,4,4,4,5,5,4,3,"67","49","77","1","4",NA,"Early-career Scientists"
"1734","10/30/2014 20:51","10/30/2014 20:58","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,3,5,7,5,4,5,7,5,4,4,6,4,6,7,5,6,"187","55","92","1","4",NA,"PhD Students"
"1735","10/30/2014 20:44","10/30/2014 20:58","1",NA,"Established","1","1",NA,"1","1",NA,1,2,4,2,3,2,2,2,1,2,2,2,2,1,3,1,2,1,"183","43","76","1","4",NA,"Established Scientists"
"1737","10/30/2014 20:56","10/30/2014 20:59","1",NA,"Early","1","1",NA,"1","1",NA,4,4,4,5,5,4,5,4,5,3,5,5,5,4,5,4,3,3,"187","44","66","1","4",NA,"Early-career Scientists"
"1738","10/30/2014 20:55","10/30/2014 21:00","1",NA,"PhD","1","1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122","43","75","1","4",NA,"PhD Students"
"1739","10/30/2014 20:50","10/30/2014 21:00","1",NA,"Established","1","1",NA,"1","1",NA,4,6,4,7,7,6,4,6,5,1,1,1,6,6,6,3,6,3,"61","65","92","1","4",NA,"Established Scientists"
"1741","10/30/2014 20:56","10/30/2014 21:01","1",NA,"Early","1","1",NA,"1","1",NA,5,5,5,4,4,5,5,4,5,5,3,3,5,5,5,4,5,2,"24","24","57","1","4",NA,"Early-career Scientists"
"1742","10/30/2014 20:56","10/30/2014 21:01","1",NA,"PhD","1","1",NA,"1","1",NA,5,3,2,5,5,5,3,4,5,5,3,5,6,4,5,4,4,3,"31","50","80","1","4",NA,"PhD Students"
"1744","10/30/2014 20:54","10/30/2014 21:01","1",NA,"Established","1","1",NA,"1","1",NA,3,5,3,5,6,5,3,6,6,2,2,4,6,5,6,5,4,3,"17","62","91","1","5",NA,"Established Scientists"
"1745","10/30/2014 20:56","10/30/2014 21:01","1",NA,"PhD","1","1",NA,"1","1",NA,5,4,4,7,5,5,6,7,7,2,6,5,6,7,7,7,5,2,"122","61","88","1","4",NA,"PhD Students"
"1746","10/30/2014 20:49","10/30/2014 21:01","1",NA,"Established","1","1",NA,"1","1",NA,4,5,5,7,5,4,6,5,3,2,2,4,7,7,4,3,5,4,"24","49","86","1","4",NA,"Established Scientists"
"1747","10/30/2014 20:56","10/30/2014 21:02","1",NA,"Established","1","1",NA,"2",NA,"1",3,4,2,6,6,6,4,2,5,5,5,4,5,6,6,3,5,2,"122","34","96","1","5",NA,"Established Scientists"
"1748","10/30/2014 20:55","10/30/2014 21:03","1",NA,"Established","1","1",NA,"1","1",NA,7,6,5,6,7,6,6,6,6,5,6,4,7,7,7,6,6,2,"122","56","88","1","4",NA,"Established Scientists"
"1750","10/30/2014 20:57","10/30/2014 21:03","1",NA,"Early","1","1",NA,"1","1",NA,3,4,5,6,7,5,3,7,7,3,2,4,6,6,6,4,1,6,"187","62","91","1","5",NA,"Early-career Scientists"
"1751","10/30/2014 20:04","10/30/2014 21:03","1",NA,"PhD","1","1",NA,"1","1",NA,3,6,2,5,6,6,6,6,6,2,2,6,7,7,6,7,7,4,"61","49","76","1","4",NA,"PhD Students"
"1752","10/30/2014 21:00","10/30/2014 21:03","1",NA,"Early","1","1",NA,"1","1",NA,7,7,6,5,7,7,7,7,6,2,2,2,7,7,7,7,5,1,"123","40","71","1","4",NA,"Early-career Scientists"
"1753","10/30/2014 21:00","10/30/2014 21:04","1",NA,"Established","1","1",NA,"2",NA,"1",5,5,1,7,6,7,5,7,6,4,4,6,6,6,6,6,7,2,"187","68","96","1","5",NA,"Established Scientists"
"1754","10/30/2014 21:01","10/30/2014 21:04","1",NA,"Established","1","1",NA,"1","1",NA,5,5,3,5,4,6,5,6,5,4,5,5,6,6,6,5,5,1,"122","62","92","1","5",NA,"Established Scientists"
"1755","10/30/2014 21:02","10/30/2014 21:04","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,4,5,6,6,5,5,5,6,3,4,6,6,7,5,6,6,"31","51","79","1","4",NA,"PhD Students"
"1758","10/30/2014 21:03","10/30/2014 21:07","1",NA,"Early","1","1",NA,"1","1",NA,4,6,5,4,6,6,4,2,6,6,2,5,5,3,2,5,5,6,"24","57","86","1","4",NA,"Early-career Scientists"
"1760","10/30/2014 21:01","10/30/2014 21:08","1",NA,"Early","1","1",NA,"1","1",NA,5,7,6,4,7,6,7,6,7,5,5,5,7,7,7,5,7,6,"61","36","65","1","5",NA,"Early-career Scientists"
"1761","10/30/2014 21:06","10/30/2014 21:08","1",NA,"Established","1","1",NA,"1","1",NA,6,6,1,6,7,7,6,7,7,6,6,6,7,7,7,3,5,3,"9","29","52","1","4",NA,"Established Scientists"
"1762","10/30/2014 21:02","10/30/2014 21:09","1",NA,"Established","1","1",NA,"1","1",NA,6,6,2,5,3,6,6,2,4,4,5,5,5,7,7,6,5,3,"179","45","74","1","4",NA,"Established Scientists"
"1763","10/30/2014 21:00","10/30/2014 21:09","1",NA,"Early","1","1",NA,"2",NA,"1",6,5,6,4,3,3,2,4,4,2,2,2,5,2,4,4,5,4,"24","70","98","2","5",NA,"Early-career Scientists"
"1766","10/30/2014 21:01","10/30/2014 21:10","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,5,5,5,6,3,5,6,5,6,5,6,6,6,6,2,1,"122","54","85","2","4",NA,"PhD Students"
"1768","10/30/2014 21:02","10/30/2014 21:11","1",NA,"Established","1","1",NA,"1","1",NA,5,5,3,6,5,6,5,5,5,3,2,5,5,5,3,3,3,1,"151","32","61","1","4",NA,"Established Scientists"
"1769","10/30/2014 21:10","10/30/2014 21:12","1",NA,"PhD","1","1",NA,"1","1",NA,6,4,5,6,4,5,6,5,6,2,4,4,6,6,6,3,6,6,"187","53","83","1","4",NA,"PhD Students"
"1770","10/30/2014 20:54","10/30/2014 21:12","1",NA,"Early","1","1",NA,"1","1",NA,6,7,5,5,3,5,7,6,3,3,4,3,6,6,7,7,7,3,"157","59","94","1","5",NA,"Early-career Scientists"
"1772","10/30/2014 21:06","10/30/2014 21:12","1",NA,"Established","1","1",NA,"1","1",NA,7,7,6,7,7,7,7,7,6,4,5,4,7,7,7,6,5,4,"187","29","59","1","4",NA,"Established Scientists"
"1773","10/30/2014 21:06","10/30/2014 21:13","1",NA,"Early","1","1",NA,"1","1",NA,3,4,4,4,6,6,4,5,6,2,6,2,6,6,6,6,7,6,"57","52","82","1","5",NA,"Early-career Scientists"
"1774","10/30/2014 21:10","10/30/2014 21:13","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,4,6,5,5,6,6,5,5,5,5,6,5,5,6,5,3,"187","60","91","1","5",NA,"PhD Students"
"1775","10/30/2014 21:10","10/30/2014 21:13","1",NA,"Early","1","1",NA,"1","1",NA,5,5,5,5,6,6,2,6,6,6,5,5,6,6,6,5,4,2,"187","33","59","1","4",NA,"Early-career Scientists"
"1776","10/30/2014 21:11","10/30/2014 21:13","1",NA,"Early","1","1",NA,"1","1",NA,7,7,6,7,7,7,7,7,7,5,3,5,7,7,7,7,5,5,"163","49","76","1","4",NA,"Early-career Scientists"
"1777","10/30/2014 21:09","10/30/2014 21:14","1",NA,"Early","1","1",NA,"1","1",NA,3,5,5,5,6,3,3,3,3,3,2,3,3,2,2,6,3,2,"163","49","83","1","5",NA,"Early-career Scientists"
"1778","10/30/2014 21:06","10/30/2014 21:14","1",NA,"Early","1","1",NA,"1","2",NA,2,2,6,6,6,6,3,6,6,4,6,6,5,6,6,2,5,2,"65","19","45","1","4",NA,"Early-career Scientists"
"1779","10/30/2014 21:10","10/30/2014 21:14","1",NA,"Established","1","1",NA,"1","1",NA,5,3,2,7,6,7,6,5,5,2,2,4,7,6,7,5,5,4,"31","60","93","2","5",NA,"Established Scientists"
"1780","10/30/2014 21:07","10/30/2014 21:14","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,6,5,6,7,5,6,6,4,4,6,7,7,7,6,6,5,"84","47","79","2","5",NA,"PhD Students"
"1781","10/30/2014 21:07","10/30/2014 21:15","1",NA,"Established","1","1",NA,"1","1",NA,6,7,3,6,7,6,6,6,6,5,5,5,7,7,7,2,7,2,"187","61","94","1","5",NA,"Established Scientists"
"1782","10/30/2014 21:08","10/30/2014 21:15","1",NA,"Established","1","1",NA,"1","1",NA,5,5,3,6,6,6,5,6,6,4,4,4,6,6,6,6,4,3,"187","59","88","2","4",NA,"Established Scientists"
"1783","10/30/2014 21:07","10/30/2014 21:16","1",NA,"Early","1","1",NA,"1","1",NA,4,5,5,5,5,5,4,5,5,2,2,3,5,5,5,5,5,4,"48","39","73","1","4",NA,"Early-career Scientists"
"1784","10/30/2014 21:10","10/30/2014 21:16","1",NA,"PhD","1","1",NA,"1","1",NA,5,6,3,5,5,6,5,5,4,3,3,5,6,6,6,5,6,2,"24","49","79","1","4",NA,"PhD Students"
"1785","10/30/2014 21:10","10/30/2014 21:17","1",NA,"Early","1","1",NA,"1","1",NA,5,6,5,3,3,5,5,5,6,5,6,2,5,4,3,3,6,3,"104","53","94","1","4",NA,"Early-career Scientists"
"1786","10/30/2014 21:09","10/30/2014 21:17","1",NA,"Early","1","1",NA,"1","1",NA,6,7,6,6,6,6,5,7,7,4,4,4,7,6,7,7,6,7,"31","53","91","1","5",NA,"Early-career Scientists"
"1787","10/30/2014 21:07","10/30/2014 21:17","1",NA,"Established","1","1",NA,"2",NA,"1",3,6,3,4,6,5,5,5,6,4,4,4,6,4,6,5,6,5,"61","68","96","1","4",NA,"Established Scientists"
"1789","10/30/2014 21:12","10/30/2014 21:17","1",NA,"PhD","1","1",NA,"1","1",NA,5,4,3,3,3,4,4,5,6,2,3,2,5,4,4,2,6,5,"185","58","83","1","4",NA,"PhD Students"
"1791","10/30/2014 21:12","10/30/2014 21:18","1",NA,"PhD","1","1",NA,"2",NA,"1",6,3,6,6,6,6,6,7,6,4,4,5,7,7,7,6,7,2,"84","66","95","2","4",NA,"PhD Students"
"1792","10/30/2014 21:16","10/30/2014 21:18","1",NA,"Established","1","1",NA,"1","1",NA,5,6,3,6,6,6,5,6,7,5,5,6,6,6,6,6,6,3,"187","68","90","1","5",NA,"Established Scientists"
"1797","10/30/2014 21:15","10/30/2014 21:20","1",NA,"Established","1","1",NA,"1","1",NA,4,5,5,5,5,5,5,6,4,2,2,5,6,5,6,2,3,3,"128","51","51","1","4",NA,"Established Scientists"
"1798","10/30/2014 21:09","10/30/2014 21:21","1",NA,"Established","1","1",NA,"1","1",NA,7,6,5,5,3,5,6,6,7,4,5,4,6,7,6,6,6,5,"123","42","73","1","5",NA,"Established Scientists"
"1799","10/30/2014 21:16","10/30/2014 21:21","1",NA,"Established","1","1",NA,"1","1",NA,1,5,1,7,7,5,3,5,5,4,5,4,5,1,7,1,1,1,"9","61","91","2","5",NA,"Established Scientists"
"1800","10/30/2014 21:17","10/30/2014 21:21","1",NA,"PhD","1","1",NA,"1",NA,NA,4,3,4,6,5,6,5,6,6,4,3,3,6,6,4,3,5,3,"31","54","93","1","5",NA,"PhD Students"
"1801","10/30/2014 20:17","10/30/2014 21:22","1",NA,"PhD","1","1",NA,"1","1",NA,4,5,4,7,5,5,3,6,6,2,3,3,5,6,3,6,6,4,"187","62","91","1","5",NA,"PhD Students"
"1802","10/30/2014 21:08","10/30/2014 21:22","1",NA,"PhD","1","1",NA,"2",NA,"1",5,6,6,6,6,6,6,5,4,2,7,2,6,6,6,5,4,3,"45","70","96","1","4",NA,"PhD Students"
"1803","10/30/2014 21:18","10/30/2014 21:22","1",NA,"Established","1","1",NA,"2",NA,"1",6,5,7,6,6,6,5,7,6,3,5,4,6,5,5,3,5,3,"187","67","96","1","5",NA,"Established Scientists"
"1804","10/30/2014 21:12","10/30/2014 21:23","1",NA,"Early","1","1",NA,"1","1",NA,3,4,2,3,3,6,6,4,4,4,3,4,5,4,4,5,1,3,"67","46","82","2","4",NA,"Early-career Scientists"
"1805","10/30/2014 21:18","10/30/2014 21:24","1",NA,"PhD","1","1",NA,"1","1",NA,5,7,5,5,4,7,6,6,7,4,5,4,7,7,7,7,5,7,"84","64","93","2","5",NA,"PhD Students"
"1806","10/30/2014 21:21","10/30/2014 21:24","1",NA,"Established","1","1",NA,"1","1",NA,1,1,1,5,6,1,6,1,5,2,2,4,2,2,2,2,1,2,"9","46","74","1","5",NA,"Established Scientists"
"1807","10/30/2014 21:15","10/30/2014 21:24","1",NA,"PhD","1","1",NA,"2",NA,"1",5,6,3,3,4,4,5,5,5,2,2,2,6,3,6,5,6,3,"65","65","97","1","5",NA,"PhD Students"
"1808","10/30/2014 21:19","10/30/2014 21:24","1",NA,"Established","1","1",NA,"1","1",NA,6,4,4,3,6,6,6,6,6,4,4,5,6,6,6,5,2,2,"122","57","87","2","5",NA,"Established Scientists"
"1809","10/30/2014 21:18","10/30/2014 21:25","1",NA,"Early","1","1",NA,"1","1",NA,4,4,3,4,6,6,4,4,4,4,3,4,4,4,4,4,6,2,"44","59","85","1","5",NA,"Early-career Scientists"
"1810","10/30/2014 19:59","10/30/2014 21:25","1",NA,"Early","1","1",NA,"1","1",NA,5,5,2,3,5,5,5,5,5,1,2,3,6,5,5,4,5,2,"187","63","94","1","5",NA,"Early-career Scientists"
"1811","10/30/2014 21:06","10/30/2014 21:25","1",NA,"Early","1","1",NA,"1","1",NA,6,5,5,6,5,5,5,4,6,2,3,4,7,2,7,6,3,2,"31","55","86","1","5",NA,"Early-career Scientists"
"1812","10/30/2014 21:20","10/30/2014 21:26","1",NA,"Early","1","1",NA,"1","6",NA,6,4,2,4,5,4,5,6,6,2,2,4,6,6,6,2,4,4,"185","55","93","1","5",NA,"Early-career Scientists"
"1813","10/30/2014 21:23","10/30/2014 21:26","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,1,6,7,6,5,6,7,5,6,5,7,6,7,6,5,3,"187","57","83","1","5",NA,"PhD Students"
"1814","10/30/2014 21:19","10/30/2014 21:26","1",NA,"Early","1","1",NA,"1","1",NA,4,6,3,6,6,7,4,7,7,4,4,4,7,7,7,6,2,2,"187","66","94","2","5",NA,"Early-career Scientists"
"1816","10/30/2014 21:21","10/30/2014 21:26","1",NA,"PhD","1","1",NA,"1","1",NA,3,3,5,4,4,5,3,5,5,2,4,4,4,3,3,5,5,4,"52","57","87","1","4",NA,"PhD Students"
"1817","10/30/2014 21:24","10/30/2014 21:26","1",NA,"PhD","1","1",NA,"1","1",NA,7,7,7,6,7,7,5,7,7,4,4,5,7,7,7,7,7,5,"187","52","80","2","4",NA,"PhD Students"
"1818","10/30/2014 21:22","10/30/2014 21:27","1",NA,"Established","1","1",NA,"1","1",NA,4,4,2,6,7,6,5,6,6,2,6,5,4,4,4,3,7,1,"143","64","88","2","4",NA,"Established Scientists"
"1819","10/30/2014 21:24","10/30/2014 21:28","1",NA,"Early","1","1",NA,"1","1",NA,7,5,2,5,6,6,6,6,7,2,7,6,7,6,7,6,6,2,"185","29","53","1","4",NA,"Early-career Scientists"
"1820","10/30/2014 21:24","10/30/2014 21:28","1",NA,"Established","1","1",NA,"1","1",NA,6,5,5,6,6,6,7,5,6,3,3,5,5,6,6,2,4,2,"187","47","80","1","5",NA,"Established Scientists"
"1821","10/30/2014 21:23","10/30/2014 21:29","1",NA,"Established","1","1",NA,"1","1",NA,7,7,4,6,7,7,6,7,6,4,6,4,7,7,7,7,7,4,"187","60","82","1","4",NA,"Established Scientists"
"1822","10/30/2014 21:20","10/30/2014 21:29","1",NA,"Established","1","1",NA,"1","1",NA,3,5,6,5,6,6,3,4,4,3,2,4,5,6,5,5,3,1,"137","46","78","1","4",NA,"Established Scientists"
"1823","10/30/2014 21:23","10/30/2014 21:30","1",NA,"Early","1","1",NA,"1","1",NA,6,6,1,6,6,6,6,6,6,4,6,5,6,4,5,6,7,3,"61","67","94","2","4",NA,"Early-career Scientists"
"1824","10/30/2014 20:58","10/30/2014 21:30","1",NA,"Established","1","1",NA,"1","1",NA,3,4,1,5,3,2,3,3,3,2,2,4,5,5,6,3,2,2,"187","41","73","1","4",NA,"Established Scientists"
"1825","10/30/2014 21:26","10/30/2014 21:30","1",NA,"Established","1","1",NA,"1","1",NA,5,6,6,6,5,6,6,6,6,2,5,5,7,7,7,6,6,3,"185","43","84","1","4",NA,"Established Scientists"
"1826","10/30/2014 21:26","10/30/2014 21:31","1",NA,"Early","1","1",NA,"1","1",NA,6,6,6,6,6,6,6,6,6,3,5,4,7,7,7,5,5,2,"187","30","59","1","4",NA,"Early-career Scientists"
"1827","10/30/2014 21:09","10/30/2014 21:31","1",NA,"PhD","1","1",NA,"1","1",NA,3,3,1,4,2,2,2,2,2,4,3,2,5,5,5,2,5,1,"24","65","90","1","5",NA,"PhD Students"
"1828","10/30/2014 21:27","10/30/2014 21:31","1",NA,"Early","1","1",NA,"1","1",NA,1,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,"53","59","95","1","4",NA,"Early-career Scientists"
"1830","10/30/2014 21:03","10/30/2014 21:32","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,4,4,6,6,4,6,6,3,2,4,6,6,6,4,3,3,"60","60","92","1","5",NA,"PhD Students"
"1831","10/30/2014 21:28","10/30/2014 21:32","1",NA,"PhD","1","1",NA,"1","1",NA,1,2,7,6,6,7,7,6,2,6,6,6,6,7,6,2,6,5,"179","55","84","1","4",NA,"PhD Students"
"1832","10/30/2014 21:24","10/30/2014 21:32","1",NA,"PhD","1","1",NA,"1","1",NA,3,2,1,4,5,3,4,3,5,1,5,3,5,4,6,3,4,2,"65","46","73","1","4",NA,"PhD Students"
"1833","10/30/2014 21:16","10/30/2014 21:34","1",NA,"Early","1","1",NA,"1","1",NA,5,5,5,6,6,6,5,6,3,6,6,5,6,6,6,5,5,2,"162","34","69","1","4",NA,"Early-career Scientists"
"1834","10/30/2014 21:28","10/30/2014 21:34","1",NA,"Established","1","1",NA,"1","1",NA,2,2,6,6,6,6,1,7,6,6,4,6,7,4,7,5,2,6,"151","62","90","1","4",NA,"Established Scientists"
"1835","10/30/2014 21:30","10/30/2014 21:36","1",NA,"Established","1","1",NA,"1","1",NA,6,6,4,6,6,5,6,6,6,3,5,4,6,6,7,5,5,4,"187","33","60","1","4",NA,"Established Scientists"
"1836","10/30/2014 20:21","10/30/2014 21:36","1",NA,"PhD","1","1",NA,"1","1",NA,4,2,4,3,4,4,4,6,6,3,4,4,4,4,3,5,4,2,"82","50","85","1","5",NA,"PhD Students"
"1837","10/30/2014 21:31","10/30/2014 21:37","1",NA,"PhD","1","1",NA,"1","1",NA,4,5,2,2,5,5,2,5,4,5,2,2,7,6,6,4,5,1,"83","49","87","1","5",NA,"PhD Students"
"1838","10/30/2014 21:33","10/30/2014 21:38","1",NA,"Established","1","1",NA,"2",NA,"1",3,3,2,2,5,3,3,3,3,3,2,2,3,3,3,3,3,1,"163","68","97","2","5",NA,"Established Scientists"
"1839","10/30/2014 21:31","10/30/2014 21:38","1",NA,"Early","1","1",NA,"2",NA,"1",3,2,6,5,6,5,5,6,5,5,6,5,5,5,5,6,6,2,"128","64","97","1","5",NA,"Early-career Scientists"
"1840","10/30/2014 21:32","10/30/2014 21:38","1",NA,"PhD","1","1",NA,"1","1",NA,2,4,2,5,4,5,5,5,5,1,1,4,4,4,4,4,5,2,"187","60","91","2","5",NA,"PhD Students"
"1842","10/30/2014 21:33","10/30/2014 21:38","1",NA,"Established","1","1",NA,"1","1",NA,6,5,3,6,6,5,5,5,5,3,5,5,6,3,6,2,3,1,"61","58","85","1","4",NA,"Established Scientists"
"1843","10/30/2014 21:29","10/30/2014 21:39","1",NA,"Established","1","1",NA,"1","1",NA,5,6,2,6,6,6,6,7,6,1,2,1,3,7,7,2,6,5,"138","46","79","1","4",NA,"Established Scientists"
"1844","10/30/2014 21:32","10/30/2014 21:39","1",NA,"PhD","1","1",NA,"1","1",NA,4,4,6,4,6,4,6,4,5,2,6,2,6,7,6,6,6,2,"138","65","94","2","4",NA,"PhD Students"
"1845","10/30/2014 21:34","10/30/2014 21:39","1",NA,"Early","1","1",NA,"1","1",NA,2,3,2,3,6,3,3,3,3,3,2,2,3,3,3,2,3,1,"187","51","82","1","4",NA,"Early-career Scientists"
"1846","10/30/2014 21:33","10/30/2014 21:39","1",NA,"Early","1","1",NA,"1","1",NA,5,5,3,6,6,5,5,5,5,5,4,4,5,6,6,5,3,5,"84","57","87","1","5",NA,"Early-career Scientists"
"1847","10/30/2014 21:27","10/30/2014 21:40","1",NA,"Established","1","1",NA,"1","2",NA,6,6,5,7,7,6,6,7,7,3,5,4,7,6,7,6,6,5,"187","11","44","1","4",NA,"Established Scientists"
"1848","10/30/2014 21:31","10/30/2014 21:40","1",NA,"Established","1","1",NA,"1","1",NA,5,6,3,6,6,6,6,6,5,4,3,5,7,6,6,4,5,4,"187","66","94","2","5",NA,"Established Scientists"
"1849","10/30/2014 21:37","10/30/2014 21:40","1",NA,"Established","1","1",NA,"1","1",NA,1,1,2,6,3,5,2,3,5,5,2,4,6,2,5,2,2,3,"187","52","82","1","4",NA,"Established Scientists"
