V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Screening,Condition,Intro,Consent,Reason_NC,CheckGroup,Check_Sc,Check_PhdS,Intro_ECS,Q1_ECS_Ob,Q2_ECS_Ob,Q3_ECS_Ob,Q4_ECS_Ra,Q5_ECS_Ra,Q6_ECS_Ra,Q7_ECS_Op,Q8_ECS_Op,Q9_ECS_Op,Q10_ECS_IQ,Q11_ECS_IQ,Q12_ECS_IQ,Q13_ECS_In,Q14_ECS_In,Q15_ECS_In,Q16_ECS_Co,Q17_ECS_Co,Q18_ECS_Co,Intro_ES,Q1_ES_Ob,Q2_ES_Ob,Q3_ES_Ob,Q4_ES_Ra,Q5_ES_Ra,Q6_ES_Ra,Q7_ES_Op,Q8_ES_Op,Q9_ES_Op,Q10_ES_IQ,Q11_ES_IQ,Q12_ES_IQ,Q13_ES_In,Q14_ES_In,Q15_ES_In,Q16_ES_Co,Q17_ES_Co,Q18_ES_Co,Intro_PhDs,Q1_PhD_Ob,Q2_PhD_Ob,Q3_PhD_Ob,Q4_PhD_Ra,Q5_PhD_Ra,Q6_PhD_Ra,Q7_PhD_Op,Q8_PhD_Op,Q9_PhD_Op,Q10_PhD_IQ,Q11_PhD_IQ,Q12_PhD_IQ,Q13_PhD_In,Q14_PhD_In,Q15_PhD_In,Q16_PhD_Co,Q17_PhD_Co,Q18_PhD_Co,Intro_dem,Dem_countr,Dem_y_born,Dem_ac_age,Dem_gender,Dem_tenure,Feedback,DO-BR-FL_8,DO-BL-Early-careerscientists,DO-BL-Establishedscientists,DO-BL-PhD_students,LocationLatitude,LocationLongitude,LocationAccuracy
R_bxsGfLyCAfeWMuh,Default Response Set,,,,,0,10/30/2014 19:27,10/30/2014 19:35,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,7,7,7,6,7,7,7,7,6,6,6,7,7,7,6,7,6,,,,,,,,,,,,,,,,,,,,1,104,38,73,1,4,,,,,,,,
R_0oiEWjie0la2Pat,Default Response Set,,,,,0,10/30/2014 19:33,10/30/2014 19:37,1,,Early,1,1,,2,,1,1,5,2,3,6,7,6,4,6,6,2,6,4,6,6,7,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,70,97,1,5,,,,,,,,
R_8Izc1yjcgoP7hxb,Default Response Set,,,,,0,10/30/2014 19:34,10/30/2014 19:37,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-99,-99,-99,-99,-99,6,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,1,1,187,23,51,1,5,,,,,,,,
R_3V5l19S7uvs2klf,Default Response Set,,,,,0,10/30/2014 19:33,10/30/2014 19:37,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,3,5,5,3,4,5,6,5,6,4,6,6,6,6,5,2,1,185,52,77,1,4,,,,,,,,
R_eKTJM0aOuzQNzIV,Default Response Set,,,,,0,10/30/2014 19:37,10/30/2014 19:37,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_be0nMuPUw4FwDvn,Default Response Set,,,,,0,10/30/2014 19:36,10/30/2014 19:37,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_40gKqFkhHxxlExv,Default Response Set,,,,,0,10/30/2014 19:36,10/30/2014 19:37,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,3,6,5,6,5,5,6,3,5,4,7,7,7,7,6,3,1,187,59,86,2,5,,,,,,,,
R_3LhoowyV1IXsjAN,Default Response Set,,,,,0,10/30/2014 19:34,10/30/2014 19:38,1,,Established,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,1,5,5,6,6,5,5,6,6,6,2,2,2,6,5,6,6,5,3,,,,,,,,,,,,,,,,,,,,1,31,68,96,1,5,,,,,,,,
R_cwHJ9PdIAK9tZGZ,Default Response Set,,,,,0,10/30/2014 19:33,10/30/2014 19:38,1,,Early,1,1,,1,6,,1,4,4,3,5,4,4,4,4,5,2,3,4,4,4,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-99,69,94,1,5,,,,,,,,
R_73aFotLIsNc0Xbf,Default Response Set,,,,,0,10/30/2014 19:31,10/30/2014 19:38,1,,PhD,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,2,5,5,5,5,5,5,1,1,5,5,6,6,4,4,2,1,17,63,96,1,5,,,,,,,,
R_cwEVI0Z6NmFIiq1,Default Response Set,,,,,0,10/30/2014 19:38,10/30/2014 19:39,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2nlNvg7gzgQHwxv,Default Response Set,,,,,0,10/30/2014 19:38,10/30/2014 19:39,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1T91KZwdsLOSKah,Default Response Set,,,,,0,10/30/2014 19:38,10/30/2014 19:39,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_78tgk1T8jK0Crt3,Default Response Set,,,,,0,10/30/2014 19:38,10/30/2014 19:39,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0V3ew1UjAuZBGKh,Default Response Set,,,,,0,10/30/2014 19:38,10/30/2014 19:39,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2f6QGRVqHWYX9nD,Default Response Set,,,,,0,10/30/2014 19:33,10/30/2014 19:39,1,,PhD,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,2,6,3,5,7,3,5,1,1,1,6,2,7,6,5,6,1,31,67,96,1,5,,,,,,,,
R_6SitDI6Y9eeiUDz,Default Response Set,,,,,0,10/30/2014 19:35,10/30/2014 19:39,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,7,6,6,6,6,6,5,6,5,4,4,6,6,6,5,6,5,5,,,,,,,,,,,,,,,,,,,,1,111,66,94,1,4,,,,,,,,
R_9RKa36wzsHxgDoF,Default Response Set,,,,,0,10/30/2014 19:35,10/30/2014 19:40,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,3,3,5,5,5,4,5,3,2,2,5,6,6,6,5,2,1,187,64,93,1,5,,,,,,,,
R_5tq1cCx7i8YG3Ix,Default Response Set,,,,,0,10/30/2014 19:32,10/30/2014 19:40,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,4,7,7,7,5,5,5,2,1,6,7,6,6,4,4,5,,,,,,,,,,,,,,,,,,,,1,187,39,70,1,4,,,,,,,,
R_0HWDAOQXmwrcvHf,Default Response Set,,,,,0,10/30/2014 19:40,10/30/2014 19:40,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bOSpgGbSsVuYIjr,Default Response Set,,,,,0,10/30/2014 19:28,10/30/2014 19:40,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,2,4,5,3,5,3,3,1,1,1,5,5,5,5,3,5,1,10,62,88,2,5,,,,,,,,
R_0rfBp3X3SWUbnFj,Default Response Set,,,,,0,10/30/2014 19:35,10/30/2014 19:40,1,,Established,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,1,6,6,5,6,6,6,5,6,6,4,6,4,7,7,7,7,5,5,,,,,,,,,,,,,,,,,,,,1,187,69,97,1,5,,,,,,,,
R_ddvjnvLkO9IPg21,Default Response Set,,,,,0,10/30/2014 19:39,10/30/2014 19:41,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,6,5,5,5,5,5,1,1,1,5,5,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,187,49,76,1,4,,,,,,,,
R_ewB5h4Xyxw6uxFz,Default Response Set,,,,,0,10/30/2014 19:37,10/30/2014 19:41,1,,Early,1,1,,1,1,,1,5,5,3,6,5,5,4,5,5,3,5,4,6,6,6,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,52,79,1,4,,,,,,,,
R_7PrFyO5lptPcF6Z,Default Response Set,,,,,0,10/30/2014 19:41,10/30/2014 19:41,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3DiErmtVnKYhX2B,Default Response Set,,,,,0,10/30/2014 19:38,10/30/2014 19:41,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,2,5,5,4,5,6,5,4,3,5,6,6,6,5,4,2,1,187,62,93,2,5,,,,,,,,
R_dniWnVqa3hS0KTX,Default Response Set,,,,,0,10/30/2014 19:38,10/30/2014 19:42,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_87UdLd2F57FLoc5,Default Response Set,,,,,0,10/30/2014 19:41,10/30/2014 19:42,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0UsxO8I63rb2ggB,Default Response Set,,,,,0,10/30/2014 19:36,10/30/2014 19:42,1,,Early,1,1,,1,1,,1,4,4,2,4,4,4,4,4,4,4,4,4,4,6,4,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,67,58,87,1,5,,,,,,,,
R_3Lg0xCXNHK9OnuB,Default Response Set,,,,,0,10/30/2014 19:37,10/30/2014 19:42,1,,Established,1,1,,1,6,,,,,,,,,,,,,,,,,,,,,1,5,2,2,5,7,6,5,6,6,5,5,6,6,4,6,5,4,2,,,,,,,,,,,,,,,,,,,,1,169,61,94,2,5,,,,,,,,
R_26weqgTNakyGrHv,Default Response Set,,,,,0,10/30/2014 19:38,10/30/2014 19:42,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,6,4,5,6,6,6,6,6,5,6,5,6,6,6,6,6,6,1,187,55,85,1,4,,,,,,,,
R_8Buts1ACvC3oYZv,Default Response Set,,,,,0,10/30/2014 19:40,10/30/2014 19:43,1,,Early,1,1,,1,1,,1,4,6,4,6,6,5,5,6,6,1,5,5,6,6,6,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31,65,93,2,5,,,,,,,,
R_cAyjQ09un7JUBnL,Default Response Set,,,,,0,10/30/2014 19:39,10/30/2014 19:43,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,3,3,2,5,5,6,3,5,5,3,5,5,6,5,5,4,4,3,,,,,,,,,,,,,,,,,,,,1,187,65,93,2,5,,,,,,,,
R_bxOftOqDu2izfSJ,Default Response Set,,,,,0,10/30/2014 19:41,10/30/2014 19:44,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,1,5,4,4,2,3,5,5,5,5,6,5,6,5,5,3,1,138,60,91,1,5,,,,,,,,
R_eQcc26U8tDzAZVj,Default Response Set,,,,,0,10/30/2014 19:39,10/30/2014 19:44,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,3,4,5,5,4,4,4,4,5,3,6,3,2,2,3,2,1,187,56,94,1,5,,,,,,,,
R_etx4QMrOzIzUz8p,Default Response Set,,,,,0,10/30/2014 19:40,10/30/2014 19:44,1,,Early,1,1,,1,1,,1,6,5,4,6,7,7,7,6,6,2,2,5,6,7,6,5,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,185,66,94,1,5,,,,,,,,
R_eu45Yr8TE4wRlaJ,Default Response Set,,,,,0,10/30/2014 19:38,10/30/2014 19:44,1,,Early,1,1,,1,1,,1,6,6,5,7,6,6,6,7,7,4,7,4,7,7,7,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,54,89,1,5,,,,,,,,
R_cGi0smSQLBd85XT,Default Response Set,,,,,0,10/30/2014 19:41,10/30/2014 19:44,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,3,5,5,5,5,5,5,3,2,4,5,3,3,2,2,2,1,31,37,69,1,5,,,,,,,,
R_9HA19peDbey76rX,Default Response Set,,,,,0,10/30/2014 19:44,10/30/2014 19:44,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6eQMj02lCXDumnX,Default Response Set,,,,,0,10/30/2014 19:43,10/30/2014 19:44,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ebnzZCjBXKNhOuN,Default Response Set,,,,,0,10/30/2014 19:44,10/30/2014 19:45,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eWnbYqCYBxExvG5,Default Response Set,,,,,0,10/30/2014 19:44,10/30/2014 19:45,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9Nw4L3McJus03sN,Default Response Set,,,,,0,10/30/2014 19:42,10/30/2014 19:45,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6m1zaZRYXNLjBQx,Default Response Set,,,,,0,10/30/2014 19:44,10/30/2014 19:45,1,Screened_out,,1,1,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9KvfTCGgbb2wePP,Default Response Set,,,,,0,10/30/2014 19:37,10/30/2014 19:45,1,,Early,1,1,,1,1,,1,7,6,5,6,6,6,6,6,6,2,3,5,6,6,6,2,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,61,90,1,4,,,,,,,,
R_4SJChSo5UCdjOqV,Default Response Set,,,,,0,10/30/2014 19:42,10/30/2014 19:46,1,,Early,1,1,,1,1,,1,5,6,2,6,6,6,6,5,6,3,6,5,7,6,6,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,58,85,1,5,,,,,,,,
R_2bfJ4qlJaTtixP7,Default Response Set,,,,,0,10/30/2014 19:40,10/30/2014 19:46,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,3,4,5,5,4,5,5,6,6,4,6,5,5,4,4,2,,,,,,,,,,,,,,,,,,,,1,185,43,69,1,4,,,,,,,,
R_2aCinLxWhGiWXBj,Default Response Set,,,,,0,10/30/2014 19:40,10/30/2014 19:46,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,6,3,6,7,6,3,6,7,6,6,6,6,6,6,6,5,3,1,187,46,77,1,5,,,,,,,,
R_eQmm57N6NXaxtGJ,Default Response Set,,,,,0,10/30/2014 19:39,10/30/2014 19:46,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,6,6,7,6,2,2,6,7,2,2,2,7,7,7,2,7,6,,,,,,,,,,,,,,,,,,,,1,24,59,86,1,4,,,,,,,,
R_dbvTbYp3HtkDpGd,Default Response Set,,,,,0,10/30/2014 19:46,10/30/2014 19:46,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eKzBVwTZKZZh629,Default Response Set,,,,,0,10/30/2014 19:41,10/30/2014 19:47,1,,Early,1,1,,1,6,,1,4,4,3,5,5,5,3,4,5,5,6,4,5,5,5,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31,64,93,2,5,,,,,,,,
R_dgqUOsXMi0ufz7v,Default Response Set,,,,,0,10/30/2014 19:43,10/30/2014 19:47,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,5,3,5,3,5,5,1,1,5,6,4,4,4,5,3,1,187,47,79,1,5,,,,,,,,
R_6llqwLAoQzUO36R,Default Response Set,,,,,0,10/30/2014 19:42,10/30/2014 19:48,1,,Early,1,1,,1,1,,1,6,6,4,6,6,6,5,5,6,5,5,5,6,6,6,6,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,34,62,1,4,,,,,,,,
R_3Jh12C0KO59Bw69,Default Response Set,,,,,0,10/30/2014 19:46,10/30/2014 19:48,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,3,5,5,5,5,5,4,5,5,5,6,5,5,5,5,3,1,187,63,91,1,5,,,,,,,,
R_3qmBtdRk75zm6TX,Default Response Set,,,,,0,10/30/2014 19:44,10/30/2014 19:48,1,,Early,1,1,,1,1,,1,3,4,3,4,4,5,3,3,5,5,4,4,5,3,5,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,31,70,1,4,,,,,,,,
R_7Pvv62egVC43iGF,Default Response Set,,,,,0,10/30/2014 19:44,10/30/2014 19:48,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,5,5,3,5,6,5,2,4,4,4,2,2,1,1,,,,,,,,,,,,,,,,,,,,1,65,63,90,1,5,,,,,,,,
R_0cyVqhwdBIVUQL3,Default Response Set,,,,,0,10/30/2014 19:31,10/30/2014 19:48,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,4,2,2,6,5,4,3,5,5,2,5,5,5,5,6,2,3,1,,,,,,,,,,,,,,,,,,,,1,187,50,77,2,4,,,,,,,,
R_4ZP8Pla5KRTkJyB,Default Response Set,,,,,0,10/30/2014 19:46,10/30/2014 19:48,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2lgWHi3cXjKyjbv,Default Response Set,,,,,0,10/30/2014 19:40,10/30/2014 19:48,1,,Early,1,1,,1,1,,1,7,3,4,7,7,7,4,7,5,4,7,4,7,7,4,6,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,33,63,1,4,,,,,,,,
R_4YsfbhLQKdq2E0R,Default Response Set,,,,,0,10/30/2014 19:45,10/30/2014 19:48,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,4,4,3,6,6,5,5,4,5,3,5,4,5,5,5,3,3,2,,,,,,,,,,,,,,,,,,,,1,187,34,56,1,4,,,,,,,,
R_6f18l7Z4KkR9RCR,Default Response Set,,,,,0,10/30/2014 19:43,10/30/2014 19:49,1,,Early,1,1,,1,6,,1,6,6,4,7,4,5,6,6,6,4,4,4,6,6,7,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,60,88,2,5,,,,,,,,
R_bdTqr4jbfkGTJAN,Default Response Set,,,,,0,10/30/2014 19:45,10/30/2014 19:49,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,4,6,6,6,6,6,6,4,6,5,6,6,7,6,6,4,1,187,29,57,1,4,,,,,,,,
R_8okAXYKpyCjR45T,Default Response Set,,,,,0,10/30/2014 19:44,10/30/2014 19:49,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,6,6,6,6,3,7,6,4,5,5,6,6,5,2,2,3,1,111,64,94,1,5,,,,,,,,
R_cxasM5vZlLhrgEZ,Default Response Set,,,,,0,10/30/2014 19:49,10/30/2014 19:49,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5nZXWKK1y652VVj,Default Response Set,,,,,0,10/30/2014 19:43,10/30/2014 19:49,1,,Early,1,1,,1,1,,1,6,-99,7,3,6,4,5,7,6,2,5,2,6,7,7,6,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,137,63,90,1,5,,,,,,,,
R_efXD4K4fwzPKV6d,Default Response Set,,,,,0,10/30/2014 19:46,10/30/2014 19:49,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,2,4,6,5,4,5,6,2,5,5,3,2,2,1,2,2,1,78,51,78,1,4,,,,,,,,
R_dhySdN8EMYyb6Vn,Default Response Set,,,,,0,10/30/2014 19:47,10/30/2014 19:49,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0lIQLX4xhaDbUQR,Default Response Set,,,,,0,10/30/2014 19:46,10/30/2014 19:49,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,3,3,6,7,2,5,2,3,3,1,1,1,3,1,2,2,3,1,,,,,,,,,,,,,,,,,,,,1,61,46,81,1,4,,,,,,,,
R_dpuzGNyCvitFccB,Default Response Set,,,,,0,10/30/2014 19:44,10/30/2014 19:49,1,,Early,1,1,,1,1,,1,2,2,3,3,3,5,4,6,6,5,6,6,5,6,2,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,28,64,1,5,,,,,,,,
R_3CO9asr8ds4pl2Z,Default Response Set,,,,,0,10/30/2014 19:42,10/30/2014 19:49,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,7,2,6,6,3,6,7,7,4,5,3,6,7,7,7,7,3,,,,,,,,,,,,,,,,,,,,1,31,66,94,2,5,,,,,,,,
R_3z5513b4e8UnB1H,Default Response Set,,,,,0,10/30/2014 19:48,10/30/2014 19:50,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9RXTV2Ko8sH4ADP,Default Response Set,,,,,0,10/30/2014 19:43,10/30/2014 19:50,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,4,7,6,6,7,7,7,7,7,6,4,5,7,6,6,4,7,4,,,,,,,,,,,,,,,,,,,,1,187,30,76,2,4,,,,,,,,
R_7UTATbaOHkotpt3,Default Response Set,,,,,0,10/30/2014 19:41,10/30/2014 19:50,1,,Early,1,1,,1,1,,1,5,6,4,6,6,6,4,6,6,3,4,4,6,6,7,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,185,59,85,1,4,,,,,,,,
R_eljEcOTVB4Ke1HD,Default Response Set,,,,,0,10/30/2014 19:42,10/30/2014 19:50,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,2,4,2,6,5,6,7,7,6,4,1,3,7,7,7,7,7,5,,,,,,,,,,,,,,,,,,,,1,35,57,91,1,4,,,,,,,,
R_1He9dpof5OcT3rD,Default Response Set,,,,,0,10/30/2014 19:50,10/30/2014 19:51,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8Bsq8mWsC0F5IUt,Default Response Set,,,,,0,10/30/2014 19:49,10/30/2014 19:51,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,7,7,7,6,7,6,6,7,7,5,6,5,7,7,7,7,6,5,,,,,,,,,,,,,,,,,,,,1,179,55,82,1,4,,,,,,,,
R_3W7dDdYZ60kMTaZ,Default Response Set,,,,,0,10/30/2014 19:44,10/30/2014 19:51,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,3,1,4,5,4,7,4,6,6,4,3,5,7,6,6,2,3,2,,,,,,,,,,,,,,,,,,,,1,48,63,91,1,5,,,,,,,,
R_3ylb2Q8WgqnxNXf,Default Response Set,,,,,0,10/30/2014 19:47,10/30/2014 19:51,1,,PhD,1,1,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,6,4,5,4,4,5,5,5,5,5,4,4,4,5,4,1,187,66,94,1,5,,,,,,,,
R_bvdHdagpJCOHepT,Default Response Set,,,,,0,10/30/2014 19:51,10/30/2014 19:51,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_aYq8QRZbADlIwKh,Default Response Set,,,,,0,10/30/2014 19:48,10/30/2014 19:51,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,2,5,5,5,3,3,5,2,2,5,4,3,3,4,3,2,1,187,58,90,2,5,,,,,,,,
R_1TAQ1jBABVzHEMd,Default Response Set,,,,,0,10/30/2014 19:47,10/30/2014 19:51,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,2,5,2,5,1,2,4,3,4,3,2,2,2,1,2,1,,,,,,,,,,,,,,,,,,,,1,187,57,92,2,5,,,,,,,,
R_9mNq69sFsGzIJTL,Default Response Set,,,,,0,10/30/2014 19:32,10/30/2014 19:52,1,,Early,1,1,,2,,1,1,4,6,5,6,5,-99,6,4,5,3,4,4,6,6,7,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,67,97,1,4,,,,,,,,
R_0eQUmAyQlbcJDTv,Default Response Set,,,,,0,10/30/2014 19:52,10/30/2014 19:52,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
