V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Respondent_Group,Screening,Condition,Intro,Consent,Reason_NC,CheckPhD,CheckGroup,Intro_S,Q1_S_Ob,Q2_S_Ob,Q3_S_Ob,Q4_S,Q5_S_Ra,Q6_S_Ra,Q7_S_Op,Q8_S_Op,Q9_S_Op,Q10_S_IQ,Q11_S_IQ,Q12_S_IQ,Q13_S_In,Q14_S_In,Q15_S_In,Q16_S_Co,Q17_S_Co,Q18_S_Co,Intro_H,Q1_H_Ob,Q2_H_Ob,Q3_H_Ob,Q4_H_Ra,Q5_H_Ra,Q6_H_Ra,Q7_H_Op,Q8_H_Op,Q9_H_Op,Q10_H_IQ,Q11_H_IQ,Q12_H_IQ,Q13_H_In,Q14_H_In,Q15_H_In,Q16_H_Co,Q17_H_Co,Q18_H_Co,Intro_dem,Dem_countr,Dem_y_born,Dem_yr_PhD,Dem_gender,Dem_relig,Feedback,DO-BR-FL_13,DO-BL-Scientists,DO-BL-Highly_educated_people,LocationLatitude,LocationLongitude,LocationAccuracy
R_bdwTEFj3AQHt9yd,Default Response Set,,,,,0,6/27/2014 14:09,6/27/2014 14:09,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0jlFsolJAHAWee9,Default Response Set,,,,,0,6/27/2014 14:05,6/27/2014 14:11,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,6,4,5,5,5,6,4,6,3,5,5,6,6,6,6,5,4,1,187,21,50,1,38,,,,,,,
R_9yPHQIAYbBPo4eN,Default Response Set,,,,,0,6/27/2014 13:52,6/27/2014 14:16,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,6,3,2,5,6,5,6,3,2,3,5,6,6,1,7,5,,,,,,,,,,,,,,,,,,,,1,80,55,88,1,43,,,,,,,
R_9nIyV17zpvSKyEJ,Default Response Set,,,,,0,6/27/2014 14:11,6/27/2014 14:17,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,2,4,3,2,2,2,4,5,2,2,2,2,2,2,3,2,2,1,84,45,81,2,39,,,,,,,
R_4HjuEwbgzExlAXP,Default Response Set,,,,,0,6/27/2014 14:14,6/27/2014 14:19,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,4,3,7,7,7,6,6,5,3,7,5,6,6,7,4,5,3,,,,,,,,,,,,,,,,,,,,1,187,38,66,1,42,,,,,,,
R_a5ISCaMN3C6UGTr,Default Response Set,,,,,0,6/27/2014 14:11,6/27/2014 14:19,1,Scientists,,Scientists_Scientists,1,1,,1,2,1,3,3,3,5,4,5,5,6,5,3,6,4,5,4,5,4,5,5,,,,,,,,,,,,,,,,,,,,1,187,24,55,1,39,,,,,,,
R_57tlEoWhn5B1AUJ,Default Response Set,,,,,0,6/27/2014 14:19,6/27/2014 14:22,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,5,6,6,6,6,6,5,4,4,5,6,5,6,5,5,5,,,,,,,,,,,,,,,,,,,,1,187,31,89,1,41,,,,,,,
R_50DO54qHJ0OXl3v,Default Response Set,,,,,0,6/27/2014 14:20,6/27/2014 14:23,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,6,6,6,6,6,6,6,6,6,5,5,6,5,6,2,3,2,1,187,-99,-99,1,-99,,,,,,,
R_e4BpaUWPQY1mcrr,Default Response Set,,,,,0,6/27/2014 14:17,6/27/2014 14:24,1,Scientists,,Scientists_Scientists,1,1,,2,,1,7,7,7,7,4,4,7,7,7,4,7,4,7,7,7,4,7,7,,,,,,,,,,,,,,,,,,,,1,187,-99,95,2,43,,,,,,,
R_dpvYbsnTcEFbHMN,Default Response Set,,,,,0,6/27/2014 14:15,6/27/2014 14:25,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,3,5,6,6,4,5,5,5,4,4,6,6,6,4,4,4,1,187,58,90,1,38,,,,,,,
R_4SmfAff1wbSwohT,Default Response Set,,,,,0,6/27/2014 14:20,6/27/2014 14:26,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,4,6,5,7,5,6,6,6,5,5,5,6,5,6,2,2,1,1,187,32,70,1,42,,,,,,,
R_efmpddfoiga0StT,Default Response Set,,,,,0,6/27/2014 14:16,6/27/2014 14:26,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,6,6,6,5,6,2,2,2,4,4,4,4,4,4,1,31,54,87,2,42,,,,,,,
R_3kkYkf4kxcs0J8h,Default Response Set,,,,,0,6/27/2014 14:07,6/27/2014 14:26,1,Scientists,,Scientists_Scientists,1,1,,2,,1,5,3,6,7,5,6,3,4,3,2,2,2,6,3,3,7,2,2,,,,,,,,,,,,,,,,,,,,1,24,60,97,2,44,,,,,,,
R_3O6R7dRLNtsGceh,Default Response Set,,,,,0,6/27/2014 14:10,6/27/2014 14:27,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,2,6,5,7,6,6,5,6,6,6,6,6,6,2,5,5,1,78,53,81,1,38,,,,,,,
R_56m0hsyZhuyMYQd,Default Response Set,,,,,0,6/27/2014 14:20,6/27/2014 14:27,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,3,3,5,5,5,3,3,5,5,5,6,6,5,6,1,4,2,,,,,,,,,,,,,,,,,,,,1,187,50,79,2,44,,,,,,,
R_9YSPTOlI6l6kyW1,Default Response Set,,,,,0,6/27/2014 14:24,6/27/2014 14:27,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,3,7,5,5,4,6,6,4,3,4,5,5,5,5,5,3,,,,,,,,,,,,,,,,,,,,1,31,54,82,1,40,,,,,,,
R_87iy4H2NfoC3PRb,Default Response Set,,,,,0,6/27/2014 14:28,6/27/2014 14:29,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dlZNhMPD2ga8SRD,Default Response Set,,,,,0,6/27/2014 14:31,6/27/2014 14:33,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,1,2,1,6,5,5,1,1,1,6,6,6,4,2,4,1,2,1,,,,,,,,,,,,,,,,,,,,1,187,53,86,1,42,,,,,,,
R_2hhB7cxU6FttNBP,Default Response Set,,,,,0,6/27/2014 14:29,6/27/2014 14:36,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,5,2,5,5,6,5,6,6,4,4,4,6,5,6,6,5,3,,,,,,,,,,,,,,,,,,,,1,185,63,91,1,39,,,,,,,
R_4PjY1z9CuViVCRf,Default Response Set,,,,,0,6/27/2014 14:34,6/27/2014 14:38,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,1,6,4,6,4,5,6,1,5,4,7,7,7,7,7,2,,,,,,,,,,,,,,,,,,,,1,187,-99,71,2,43,,,,,,,
R_8nM0Ec373tEvxeB,Default Response Set,,,,,0,6/27/2014 14:39,6/27/2014 14:39,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_aWTK678htFm1b4p,Default Response Set,,,,,0,6/27/2014 14:34,6/27/2014 14:39,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,7,1,1,6,5,3,4,5,5,2,2,2,2,1,1,1,1,1,1,187,27,53,1,41,,,,,,,
R_2i95Ldbq1AAd32l,Default Response Set,,,,,0,6/27/2014 14:35,6/27/2014 14:41,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,6,5,6,5,3,3,2,5,5,6,3,3,5,3,5,1,35,55,91,1,38,,,,,,,
R_8wSVFL5OyRAzXGl,Default Response Set,,,,,0,6/27/2014 14:39,6/27/2014 14:42,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,4,5,6,5,6,4,5,5,5,5,6,6,6,6,5,5,3,,,,,,,,,,,,,,,,,,,,1,187,59,87,2,43,,,,,,,
R_dbxYI2FNqiTjJEV,Default Response Set,,,,,0,6/27/2014 14:40,6/27/2014 14:44,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,3,2,4,6,5,4,5,3,4,3,5,5,3,3,4,4,3,1,187,46,77,2,43,,,,,,,
R_aXh4feUixuyrdC5,Default Response Set,,,,,0,6/27/2014 14:29,6/27/2014 14:44,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,2,4,5,5,6,5,5,1,3,4,6,5,7,5,6,2,1,187,51,90,1,42,,,,,,,
R_9v5B736D338CvHv,Default Response Set,,,,,0,6/27/2014 14:42,6/27/2014 14:45,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,7,6,6,7,6,7,6,7,7,4,2,5,7,7,7,6,6,5,1,187,57,91,1,39,,,,,,,
R_etEBC69hwWEM53D,Default Response Set,,,,,0,6/27/2014 14:45,6/27/2014 14:48,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,7,7,6,6,6,7,6,7,7,5,5,4,7,7,7,7,4,4,1,187,39,64,1,39,,,,,,,
R_bg5sUhs4VbOZ5oV,Default Response Set,,,,,0,6/27/2014 14:47,6/27/2014 14:50,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,3,5,5,5,5,6,5,3,3,3,5,5,5,5,5,3,,,,,,,,,,,,,,,,,,,,1,187,31,85,2,44,,,,,,,
R_1zsIY2OJMrRVzNz,Default Response Set,,,,,0,6/27/2014 14:51,6/27/2014 14:51,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_esyChJaXTbHkpVj,Default Response Set,,,,,0,6/27/2014 14:49,6/27/2014 14:52,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,3,3,5,4,5,3,3,4,3,3,4,4,4,4,3,3,4,1,31,58,94,2,38,,,,,,,
R_0ct97SzvuBVSIu1,Default Response Set,,,,,0,6/27/2014 14:48,6/27/2014 14:52,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,3,3,5,3,3,5,5,5,3,5,4,6,6,5,3,3,3,,,,,,,,,,,,,,,,,,,,1,187,50,80,1,42,,,,,,,
R_9BlwxtWDq8pQYKN,Default Response Set,,,,,0,6/27/2014 14:47,6/27/2014 14:52,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,2,5,7,5,6,5,4,5,6,5,5,4,4,4,5,2,1,187,30,57,1,43,,,,,,,
R_b14J9pD4gyctYvH,Default Response Set,,,,,0,6/27/2014 14:53,6/27/2014 14:53,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_e4irkhig3os10vX,Default Response Set,,,,,0,6/27/2014 14:50,6/27/2014 14:53,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,2,7,7,7,6,5,6,5,5,3,5,4,5,3,3,1,,,,,,,,,,,,,,,,,,,,1,187,38,68,2,42,,,,,,,
R_8dcjcAAjCX77u7P,Default Response Set,,,,,0,6/27/2014 14:49,6/27/2014 14:59,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,2,5,7,7,7,5,6,4,2,5,6,6,6,2,5,3,,,,,,,,,,,,,,,,,,,,1,188,53,85,1,39,,,,,,,
R_9YqLgEqikRqTpat,Default Response Set,,,,,0,6/27/2014 14:52,6/27/2014 15:00,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,7,7,3,5,2,4,7,7,7,2,3,3,7,7,7,4,7,3,1,185,44,70,1,41,,,,,,,
R_7TYxHqLRwdZw029,Default Response Set,,,,,0,6/27/2014 14:52,6/27/2014 15:01,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,2,6,6,7,3,6,6,5,3,4,6,7,7,7,5,3,,,,,,,,,,,,,,,,,,,,1,187,49,92,1,39,,,,,,,
R_bQ3MAijEFcn2RKt,Default Response Set,,,,,0,6/27/2014 14:59,6/27/2014 15:02,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,5,5,5,4,5,5,5,5,6,4,4,4,3,4,2,1,187,35,61,1,39,,,,,,,
R_eWiPTsYMci14R6Z,Default Response Set,,,,,0,6/27/2014 14:59,6/27/2014 15:02,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,7,7,6,7,7,7,7,7,7,2,4,4,6,7,7,5,3,4,,,,,,,,,,,,,,,,,,,,1,187,50,80,1,38,,,,,,,
R_b2cFevkHtToaMTj,Default Response Set,,,,,0,6/27/2014 14:56,6/27/2014 15:03,1,Scientists,,Scientists_Educated,1,1,,1,6,,,,,,,,,,,,,,,,,,,,1,5,5,2,5,5,5,3,6,5,3,3,3,6,6,2,6,6,2,1,187,65,95,2,40,,,,,,,
R_4GEfak9YThIGX9b,Default Response Set,,,,,0,6/27/2014 14:58,6/27/2014 15:05,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,6,5,5,5,5,5,4,5,2,2,5,5,5,6,5,4,3,,,,,,,,,,,,,,,,,,,,1,187,38,66,2,39,,,,,,,
R_3Q1z3fUJ8lqRzbD,Default Response Set,,,,,0,6/27/2014 15:00,6/27/2014 15:07,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,4,4,6,6,6,5,6,6,5,5,5,6,3,5,3,4,3,,,,,,,,,,,,,,,,,,,,1,187,55,82,1,39,,,,,,,
R_72mHmF4KnNOeA9D,Default Response Set,,,,,0,6/27/2014 15:02,6/27/2014 15:08,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,4,2,5,4,5,3,4,3,5,3,5,5,4,5,4,3,2,1,187,56,84,1,38,,,,,,,
R_3meONeLtkgjhmzX,Default Response Set,,,,,0,6/27/2014 15:04,6/27/2014 15:10,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,3,3,5,5,4,4,5,5,4,5,3,4,4,4,4,4,4,1,187,61,91,1,40,,,,,,,
R_24qSzBWo4BnG1jn,Default Response Set,,,,,0,6/27/2014 15:06,6/27/2014 15:13,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,5,7,6,6,6,5,6,3,3,4,6,6,5,5,4,3,,,,,,,,,,,,,,,,,,,,1,185,54,94,1,38,,,,,,,
R_4PLt9QuCik33lQN,Default Response Set,,,,,0,6/27/2014 15:12,6/27/2014 15:13,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bQt9vr7spVaAWUt,Default Response Set,,,,,0,6/27/2014 15:07,6/27/2014 15:13,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,5,5,5,5,5,5,5,3,5,4,5,5,6,3,5,4,,,,,,,,,,,,,,,,,,,,1,187,42,75,1,38,,,,,,,
R_6ArgDlStZ4tDLaR,Default Response Set,,,,,0,6/27/2014 15:13,6/27/2014 15:15,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,3,3,3,7,6,6,5,6,3,4,3,5,6,5,5,5,6,2,,,,,,,,,,,,,,,,,,,,1,187,46,86,1,39,,,,,,,
R_3UYMWP5zKtBkYWF,Default Response Set,,,,,0,6/27/2014 14:42,6/27/2014 15:16,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,3,6,6,7,7,7,6,3,3,6,7,7,7,7,6,4,,,,,,,,,,,,,,,,,,,,1,187,44,74,1,39,,,,,,,
R_a8J9drcQWj4AO0J,Default Response Set,,,,,0,6/27/2014 15:17,6/27/2014 15:17,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_aia4LvehXxdPTVP,Default Response Set,,,,,0,6/27/2014 15:11,6/27/2014 15:18,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,3,2,5,4,6,5,5,5,3,2,4,5,5,4,5,3,2,1,187,41,72,1,39,,,,,,,
R_07oIDnknTzz8ViB,Default Response Set,,,,,0,6/27/2014 15:11,6/27/2014 15:19,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,3,6,5,6,5,3,3,4,5,4,6,6,6,5,3,2,1,187,36,66,1,41,,,,,,,
R_6nCjj95r34sxm9T,Default Response Set,,,,,0,6/27/2014 15:18,6/27/2014 15:21,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,2,5,3,5,3,3,6,5,5,5,6,5,5,5,4,5,,,,,,,,,,,,,,,,,,,,1,187,39,89,1,39,,,,,,,
R_2u7HqWczKRtLBEV,Default Response Set,,,,,0,6/27/2014 15:16,6/27/2014 15:21,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,5,6,7,6,5,6,6,3,5,2,5,5,5,5,6,3,1,187,45,75,1,42,,,,,,,
R_0J2OL0aCXlbmdEN,Default Response Set,,,,,0,6/27/2014 15:17,6/27/2014 15:22,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,4,2,2,5,5,5,4,4,4,1,5,5,6,2,4,3,4,1,,,,,,,,,,,,,,,,,,,,1,7,63,92,2,38,,,,,,,
R_8fiyeTdYiJFqyxf,Default Response Set,,,,,0,6/27/2014 15:18,6/27/2014 15:23,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,4,5,6,6,6,6,7,5,4,4,6,7,6,6,4,6,1,187,28,56,1,41,,,,,,,
R_bgr7peqtRPn5zoN,Default Response Set,,,,,0,6/27/2014 15:13,6/27/2014 15:26,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,4,5,6,6,5,5,6,4,4,5,4,4,6,4,2,1,1,122,37,82,2,38,,,,,,,
R_2rgAhuWGGbZh5YN,Default Response Set,,,,,0,6/27/2014 15:25,6/27/2014 15:29,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,3,5,5,5,5,5,5,6,5,3,5,4,5,5,4,2,1,187,50,80,1,38,,,,,,,
R_7a1Q11vbbvRV4dn,Default Response Set,,,,,0,6/27/2014 15:30,6/27/2014 15:31,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_51nCQld6fy7dGRL,Default Response Set,,,,,0,6/27/2014 15:25,6/27/2014 15:31,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,1,1,5,2,5,2,2,2,3,3,5,5,6,6,2,3,2,1,187,60,88,1,44,,,,,,,
R_0ob2EHgHn2yvewl,Default Response Set,,,,,0,6/27/2014 15:26,6/27/2014 15:32,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,2,4,4,6,6,6,7,2,2,2,6,4,4,4,5,4,,,,,,,,,,,,,,,,,,,,1,138,56,84,1,43,,,,,,,
R_5oTpbsBOkmkYXYx,Default Response Set,,,,,0,6/27/2014 15:27,6/27/2014 15:34,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,3,4,2,5,4,3,3,3,3,2,4,3,3,4,4,4,3,2,,,,,,,,,,,,,,,,,,,,1,187,54,81,2,43,,,,,,,
R_5mUi8CNzT6LEO57,Default Response Set,,,,,0,6/27/2014 15:27,6/27/2014 15:34,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,6,2,4,2,4,6,6,4,2,1,2,5,2,4,6,3,2,1,187,53,81,1,44,,,,,,,
R_d7u36Kp5ETlnwah,Default Response Set,,,,,0,6/27/2014 15:26,6/27/2014 15:34,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,4,2,5,6,5,6,6,6,4,2,4,5,3,5,3,4,1,,,,,,,,,,,,,,,,,,,,1,111,60,90,2,38,,,,,,,
R_29WoKmPygC43LFz,Default Response Set,,,,,0,6/27/2014 15:28,6/27/2014 15:35,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,3,6,3,5,2,5,5,3,2,2,3,2,2,3,2,2,1,187,45,72,1,42,,,,,,,
R_6fG6jrNYh7yCRcF,Default Response Set,,,,,0,6/27/2014 15:32,6/27/2014 15:37,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,7,3,4,4,6,5,3,5,5,3,3,5,6,3,6,3,1,1,187,54,88,1,44,,,,,,,
R_bqfXa2RGDUfqoRv,Default Response Set,,,,,0,6/27/2014 15:29,6/27/2014 15:38,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,3,3,6,5,5,5,4,4,3,2,5,4,3,3,5,6,3,1,187,41,72,2,40,,,,,,,
R_3q3hPmTchny2D8V,Default Response Set,,,,,0,6/27/2014 15:35,6/27/2014 15:38,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,7,6,5,4,7,6,5,6,6,2,4,4,6,7,7,6,5,5,,,,,,,,,,,,,,,,,,,,1,187,64,92,1,42,,,,,,,
R_6Ew9YPUnfSq1N9H,Default Response Set,,,,,0,6/27/2014 13:39,6/27/2014 15:39,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,2,6,6,4,4,5,5,3,4,3,6,5,5,4,5,3,,,,,,,,,,,,,,,,,,,,1,24,64,92,1,43,,,,,,,
R_77pFyQxwJv5yGEZ,Default Response Set,,,,,0,6/27/2014 15:37,6/27/2014 15:41,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,3,7,6,6,7,6,6,5,5,5,7,7,7,7,6,5,,,,,,,,,,,,,,,,,,,,1,187,-99,78,1,41,,,,,,,
R_5doK0Cp75pRehH7,Default Response Set,,,,,0,6/27/2014 15:41,6/27/2014 15:41,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6GzjFXDwaGVhPO5,Default Response Set,,,,,0,6/27/2014 15:34,6/27/2014 15:41,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,3,5,6,5,5,6,6,7,5,6,3,3,1,2,1,1,83,40,73,1,38,,,,,,,
R_3kZWEQNZhY50duJ,Default Response Set,,,,,0,6/27/2014 15:39,6/27/2014 15:43,1,Scientists,,Scientists_Scientists,1,1,,1,6,1,6,6,6,7,6,7,6,6,6,4,4,5,6,6,7,6,6,3,,,,,,,,,,,,,,,,,,,,1,168,47,86,2,39,,,,,,,
R_aY2RN9MVqKhmcmh,Default Response Set,,,,,0,6/27/2014 15:42,6/27/2014 15:43,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1Unp0xZoAwc4UzX,Default Response Set,,,,,0,6/27/2014 15:39,6/27/2014 15:44,1,Scientists,,Scientists_Educated,1,1,,1,2,,,,,,,,,,,,,,,,,,,,1,2,5,3,5,5,5,2,5,5,5,5,5,5,4,4,4,4,2,1,187,32,60,1,38,,,,,,,
R_1RGnNUwOZeQ94vH,Default Response Set,,,,,0,6/27/2014 15:41,6/27/2014 15:44,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,4,6,7,6,7,6,5,5,3,4,5,6,5,6,5,2,2,,,,,,,,,,,,,,,,,,,,1,187,55,82,2,38,,,,,,,
R_3mAuhluPLPxelKZ,Default Response Set,,,,,0,6/27/2014 15:35,6/27/2014 15:46,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,4,7,3,5,4,6,6,5,6,5,6,5,7,5,4,3,,,,,,,,,,,,,,,,,,,,1,187,53,86,1,41,,,,,,,
R_6Kd5dasOPvQRfz7,Default Response Set,,,,,0,6/27/2014 15:42,6/27/2014 15:46,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,5,4,5,5,6,6,6,7,2,2,2,6,7,4,3,4,2,1,185,40,65,1,38,,,,,,,
R_bOeVfBpC0Vu2J7v,Default Response Set,,,,,0,6/27/2014 15:43,6/27/2014 15:49,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,7,7,2,7,7,7,5,7,7,3,2,3,7,7,7,6,6,2,1,187,24,52,1,41,,,,,,,
R_9XjvVyTB4cR3V8F,Default Response Set,,,,,0,6/27/2014 15:25,6/27/2014 15:49,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,6,6,7,7,6,-99,-99,6,6,6,7,7,5,-99,6,-99,,,,,,,,,,,,,,,,,,,,1,116,56,92,1,43,,,,,,,
R_9FsUbf2bsFVeXZ3,Default Response Set,,,,,0,6/27/2014 15:46,6/27/2014 15:50,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,4,4,4,6,6,6,5,5,5,3,6,5,5,5,6,2,3,2,,,,,,,,,,,,,,,,,,,,1,187,50,80,1,40,,,,,,,
R_7VaZNcProrrIZ7v,Default Response Set,,,,,0,6/27/2014 15:50,6/27/2014 15:51,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8wSncue4HAuZlDT,Default Response Set,,,,,0,6/27/2014 15:46,6/27/2014 15:51,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,4,5,6,6,5,5,5,4,4,4,5,4,4,4,5,3,1,187,55,90,2,41,,,,,,,
R_1NUPuldj8R6AI5L,Default Response Set,,,,,0,6/27/2014 15:46,6/27/2014 15:51,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,5,4,6,6,6,5,6,5,5,5,5,6,6,6,5,6,6,,,,,,,,,,,,,,,,,,,,1,187,62,92,2,38,,,,,,,
R_5jRZel1iBjHlUuF,Default Response Set,,,,,0,6/27/2014 12:28,6/27/2014 15:52,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,7,5,7,5,7,6,7,6,4,1,2,6,7,7,6,5,5,,,,,,,,,,,,,,,,,,,,1,187,59,87,1,39,,,,,,,
R_9sgRoWnwHqGB10V,Default Response Set,,,,,0,6/27/2014 15:52,6/27/2014 15:52,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bI5ec6RfGEhKv0p,Default Response Set,,,,,0,6/27/2014 15:48,6/27/2014 15:55,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,4,3,6,5,6,5,5,5,2,4,4,5,4,6,3,3,2,,,,,,,,,,,,,,,,,,,,1,187,40,70,2,38,,,,,,,
R_3sZ4TnmNA82GGdn,Default Response Set,,,,,0,6/27/2014 15:49,6/27/2014 15:55,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,3,3,5,6,5,3,5,6,2,5,5,6,5,6,3,4,2,1,187,31,52,1,38,,,,,,,
